Metropolitan Areas: Identity Theft Reports,,,
,,,
Rank,Metropolitan Area,Reports per 100K Population,# of Reports
217,"Lawton, OK Metropolitan Statistical Area",90,114
218,"Laredo, TX Metropolitan Statistical Area",90,249
219,"Worcester, MA-CT Metropolitan Statistical Area",90,853
220,"Charleston, WV Metropolitan Statistical Area",90,189
221,"Salinas, CA Metropolitan Statistical Area",89,389
222,"Decatur, IL Metropolitan Statistical Area",89,93
223,"Albany, OR Metropolitan Statistical Area",89,113
224,"Wooster, OH Micropolitan Statistical Area",88,102
225,"Kalamazoo-Portage, MI Metropolitan Statistical Area",88,299
226,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metropolitan Statistical Area",87,247
227,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",87,497
228,"Bend-Redmond, OR Metropolitan Statistical Area",86,166
229,"Las Cruces, NM Metropolitan Statistical Area",86,188
230,"Salem, OR Metropolitan Statistical Area",86,372
231,"Bremerton-Silverdale, WA Metropolitan Statistical Area",86,232
232,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",85,108
233,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",85,908
234,"Yuma, AZ Metropolitan Statistical Area",84,179
235,"Binghamton, NY Metropolitan Statistical Area",84,202
236,"Eugene, OR Metropolitan Statistical Area",84,319
237,"Peoria, IL Metropolitan Statistical Area",83,306
238,"Prescott, AZ Metropolitan Statistical Area",83,192
239,"Bangor, ME Metropolitan Statistical Area",83,125
240,"Springfield, MO Metropolitan Statistical Area",82,385
241,"Anchorage, AK Metropolitan Statistical Area",82,329
242,"Niles-Benton Harbor, MI Metropolitan Statistical Area",82,127
243,"New Bern, NC Metropolitan Statistical Area",82,103
244,"Bloomington, IL Metropolitan Statistical Area",82,155
245,"San Angelo, TX Metropolitan Statistical Area",82,98
246,"Hilo, HI Micropolitan Statistical Area",82,164
247,"Barnstable Town, MA Metropolitan Statistical Area",82,174
248,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",81,717
249,"Ponce, PR Metropolitan Statistical Area",81,231
250,"Kingston, NY Metropolitan Statistical Area",81,144
251,"Watertown-Fort Drum, NY Metropolitan Statistical Area",81,90
252,"Coeur d'Alene, ID Metropolitan Statistical Area",80,130
253,"Lancaster, PA Metropolitan Statistical Area",80,437
254,"Lansing-East Lansing, MI Metropolitan Statistical Area",80,387
255,"Eureka-Arcata-Fortuna, CA Micropolitan Statistical Area",79,108
256,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",79,518
257,"Yakima, WA Metropolitan Statistical Area",79,198
258,"Williamsport, PA Metropolitan Statistical Area",78,89
259,"Decatur, AL Metropolitan Statistical Area",78,118
260,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",78,208
261,"St. Joseph, MO-KS Metropolitan Statistical Area",77,98
262,"Green Bay, WI Metropolitan Statistical Area",77,249
263,"Topeka, KS Metropolitan Statistical Area",77,180
264,"Canton-Massillon, OH Metropolitan Statistical Area",77,306
265,"Madison, WI Metropolitan Statistical Area",76,505
266,"El Centro, CA Metropolitan Statistical Area",76,138
267,"Elkhart-Goshen, IN Metropolitan Statistical Area",76,156
268,"Billings, MT Metropolitan Statistical Area",76,130
269,"Roseburg, OR Micropolitan Statistical Area",75,83
270,"Lawrence, KS Metropolitan Statistical Area",75,91
271,"Danville, VA Micropolitan Statistical Area",75,76
272,"Carbondale-Marion, IL Metropolitan Statistical Area",75,93
273,"Knoxville, TN Metropolitan Statistical Area",75,659
274,"Kalispell, MT Micropolitan Statistical Area",74,76
275,"Johnstown, PA Metropolitan Statistical Area",74,98
276,"Show Low, AZ Micropolitan Statistical Area",74,82
277,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",74,283
278,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",74,239
279,"Abilene, TX Metropolitan Statistical Area",74,127
280,"Ithaca, NY Metropolitan Statistical Area",74,76
281,"Idaho Falls, ID Metropolitan Statistical Area",74,110
282,"Champaign-Urbana, IL Metropolitan Statistical Area",74,177
283,"Michigan City-La Porte, IN Metropolitan Statistical Area",74,81
284,"Sheboygan, WI Metropolitan Statistical Area",74,85
285,"Cleveland, TN Metropolitan Statistical Area",74,91
286,"Jackson, MI Metropolitan Statistical Area",73,116
287,"Amarillo, TX Metropolitan Statistical Area",73,194
288,"Mansfield, OH Metropolitan Statistical Area",73,88
289,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",73,399
290,"Erie, PA Metropolitan Statistical Area",72,197
291,"Lima, OH Metropolitan Statistical Area",72,74
292,"Gettysburg, PA Metropolitan Statistical Area",71,73
293,"Jefferson City, MO Metropolitan Statistical Area",71,107
294,"Lexington-Fayette, KY Metropolitan Statistical Area",70,363
295,"Kennewick-Richland, WA Metropolitan Statistical Area",70,208
296,"Altoona, PA Metropolitan Statistical Area",70,86
297,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",70,107
298,"Battle Creek, MI Metropolitan Statistical Area",69,93
299,"Dalton, GA Metropolitan Statistical Area",69,99
300,"Missoula, MT Metropolitan Statistical Area",68,81
301,"Salem, OH Micropolitan Statistical Area",68,70
302,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",68,100
303,"Greeley, CO Metropolitan Statistical Area",68,213
304,"Bellingham, WA Metropolitan Statistical Area",67,152
305,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",67,247
306,"Claremont-Lebanon, NH-VT Micropolitan Statistical Area",67,145
307,"Cedar Rapids, IA Metropolitan Statistical Area",66,181
308,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",66,85
309,"Janesville-Beloit, WI Metropolitan Statistical Area",66,108
310,"Roanoke, VA Metropolitan Statistical Area",66,207
311,"Joplin, MO Metropolitan Statistical Area",65,117
312,"Longview, WA Metropolitan Statistical Area",65,71
313,"Staunton-Waynesboro, VA Metropolitan Statistical Area",65,80
314,"Syracuse, NY Metropolitan Statistical Area",65,423
315,"Bloomington, IN Metropolitan Statistical Area",65,109
316,"Fort Smith, AR-OK Metropolitan Statistical Area",65,183
317,"Portland-South Portland, ME Metropolitan Statistical Area",65,347
318,"Rochester, MN Metropolitan Statistical Area",64,141
319,"Muskegon, MI Metropolitan Statistical Area",64,111
320,"Springfield, OH Metropolitan Statistical Area",64,86
321,"Morgantown, WV Metropolitan Statistical Area",63,89
322,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",63,81
323,"Bowling Green, KY Metropolitan Statistical Area",63,112
324,"Cookeville, TN Micropolitan Statistical Area",62,70
325,"Grand Junction, CO Metropolitan Statistical Area",62,95
326,"Lynchburg, VA Metropolitan Statistical Area",62,163
327,"Sioux Falls, SD Metropolitan Statistical Area",61,162
328,"Whitewater-Elkhorn, WI Micropolitan Statistical Area",61,63
329,"Terre Haute, IN Metropolitan Statistical Area",60,102
330,"Winchester, VA-WV Metropolitan Statistical Area",60,84
331,"Mankato-North Mankato, MN Metropolitan Statistical Area",60,61
332,"Iowa City, IA Metropolitan Statistical Area",60,104
333,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",60,82
334,"Monroe, MI Metropolitan Statistical Area",60,90
335,"Burlington-South Burlington, VT Metropolitan Statistical Area",60,132
336,"Charlottesville, VA Metropolitan Statistical Area",60,140
337,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",60,132
338,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",59,69
339,"Flagstaff, AZ Metropolitan Statistical Area",59,84
340,"Grand Forks, ND-MN Metropolitan Statistical Area",59,60
341,"Sioux City, IA-NE-SD Metropolitan Statistical Area",59,99
342,"Richmond-Berea, KY Micropolitan Statistical Area",58,63
343,"London, KY Micropolitan Statistical Area",58,74
344,"Augusta-Waterville, ME Micropolitan Statistical Area",57,70
345,"Evansville, IN-KY Metropolitan Statistical Area",57,178
346,"Fargo, ND-MN Metropolitan Statistical Area",56,138
347,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",54,167
348,"Duluth, MN-WI Metropolitan Statistical Area",54,151
349,"Lincoln, NE Metropolitan Statistical Area",54,180
350,"Pittsfield, MA Metropolitan Statistical Area",53,67
351,"Twin Falls, ID Metropolitan Statistical Area",53,58
352,"Morristown, TN Metropolitan Statistical Area",52,62
353,"Utica-Rome, NY Metropolitan Statistical Area",52,152
354,"Oshkosh-Neenah, WI Metropolitan Statistical Area",52,89
355,"Beckley, WV Metropolitan Statistical Area",52,61
356,"Fond du Lac, WI Metropolitan Statistical Area",51,53
357,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",51,181
358,"Rapid City, SD Metropolitan Statistical Area",51,76
359,"Ottawa-Peru, IL Micropolitan Statistical Area",51,75
360,"Johnson City, TN Metropolitan Statistical Area",50,102
361,"Traverse City, MI Micropolitan Statistical Area",50,75
362,"Logan, UT-ID Metropolitan Statistical Area",50,70
363,"San Juan-Carolina-Caguas, PR Metropolitan Statistical Area",49,995
364,"Farmington, NM Metropolitan Statistical Area",49,61
365,"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",48,75
366,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",47,80
367,"Harrisonburg, VA Metropolitan Statistical Area",47,63
368,"Bay City, MI Metropolitan Statistical Area",46,48
369,"Wausau, WI Metropolitan Statistical Area",44,60
370,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",44,81
371,"Holland, MI Micropolitan Statistical Area",43,51
372,"St. Cloud, MN Metropolitan Statistical Area",43,86
373,"Wheeling, WV-OH Metropolitan Statistical Area",43,60
374,"Eau Claire, WI Metropolitan Statistical Area",43,72
375,"Ogdensburg-Massena, NY Micropolitan Statistical Area",43,46
376,"Arecibo, PR Metropolitan Statistical Area",42,74
377,"Wenatchee, WA Metropolitan Statistical Area",42,50
378,"Owensboro, KY Metropolitan Statistical Area",41,49
379,"Appleton, WI Metropolitan Statistical Area",41,97
380,"Bismarck, ND Metropolitan Statistical Area",41,54
381,"Lewiston-Auburn, ME Metropolitan Statistical Area",38,41
382,"San Germán, PR Metropolitan Statistical Area",38,46
383,"Aguadilla-Isabela, PR Metropolitan Statistical Area",35,101
384,"Glens Falls, NY Metropolitan Statistical Area",34,43
385,"Tullahoma-Manchester, TN Micropolitan Statistical Area",34,35
386,"Muncie, IN Metropolitan Statistical Area",32,37
,,,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2018 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",,,
,,,
"Source: Consumer Sentinel Network Data Book 2019, Federal Trade Commission",,,
