Metropolitan Areas: Identity Theft Reports,,,
,,,
Rank,Metropolitan Area,Reports per 100K Population,# of Reports
125,"Odessa, TX Metropolitan Statistical Area",234,379
126,"El Paso, TX Metropolitan Statistical Area",234,"1,968"
127,"Topeka, KS Metropolitan Statistical Area",233,542
128,"Gulfport-Biloxi, MS Metropolitan Statistical Area",228,947
129,"Kansas City, MO-KS Metropolitan Statistical Area",228,"4,886"
130,"Panama City, FL Metropolitan Statistical Area",228,410
131,"Tupelo, MS Micropolitan Statistical Area",227,377
132,"Toledo, OH Metropolitan Statistical Area",223,"1,437"
133,"Canton-Massillon, OH Metropolitan Statistical Area",222,887
134,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",222,349
135,"Waco, TX Metropolitan Statistical Area",222,603
136,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",220,"1,094"
137,"Rocky Mount, NC Metropolitan Statistical Area",220,322
138,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",220,581
139,"Goldsboro, NC Metropolitan Statistical Area",219,271
140,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",216,"10,154"
141,"Salt Lake City, UT Metropolitan Statistical Area",215,"2,620"
142,"Bakersfield, CA Metropolitan Statistical Area",215,"1,922"
143,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",215,"4,274"
144,"Rochester, NY Metropolitan Statistical Area",215,"2,306"
145,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",215,"1,817"
146,"Wichita Falls, TX Metropolitan Statistical Area",214,324
147,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",214,321
148,"Kingston, NY Metropolitan Statistical Area",213,380
149,"Fort Wayne, IN Metropolitan Statistical Area",213,872
150,"St. George, UT Metropolitan Statistical Area",213,366
151,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",212,"1,023"
152,"Lebanon, PA Metropolitan Statistical Area",212,297
153,"Colorado Springs, CO Metropolitan Statistical Area",211,"1,554"
154,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",210,"6,156"
155,"Bellingham, WA Metropolitan Statistical Area",210,471
156,"Wichita, KS Metropolitan Statistical Area",209,"1,340"
157,"York-Hanover, PA Metropolitan Statistical Area",209,936
158,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",209,456
159,"Punta Gorda, FL Metropolitan Statistical Area",208,386
160,"Lawrence, KS Metropolitan Statistical Area",207,251
161,"Dothan, AL Metropolitan Statistical Area",206,307
162,"Corpus Christi, TX Metropolitan Statistical Area",205,879
163,"Decatur, IL Metropolitan Statistical Area",203,213
164,"Burlington, NC Metropolitan Statistical Area",203,338
165,"Lancaster, PA Metropolitan Statistical Area",203,"1,101"
166,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",203,564
167,"Salisbury, MD-DE Metropolitan Statistical Area",202,831
168,"Modesto, CA Metropolitan Statistical Area",201,"1,099"
169,"Pottsville, PA Micropolitan Statistical Area",201,285
170,"Gainesville, GA Metropolitan Statistical Area",199,401
171,"Texarkana, TX-AR Metropolitan Statistical Area",197,294
172,"Erie, PA Metropolitan Statistical Area",197,535
173,"Springfield, IL Metropolitan Statistical Area",195,407
174,"Oklahoma City, OK Metropolitan Statistical Area",195,"2,725"
175,"Yuba City, CA Metropolitan Statistical Area",195,339
176,"Charlottesville, VA Metropolitan Statistical Area",195,423
177,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",194,"4,302"
178,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",193,"1,704"
179,"Midland, TX Metropolitan Statistical Area",193,342
180,"Jacksonville, NC Metropolitan Statistical Area",193,383
181,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",192,550
182,"Morgantown, WV Metropolitan Statistical Area",191,267
183,"Longview, TX Metropolitan Statistical Area",190,543
184,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",190,999
185,"Williamsport, PA Metropolitan Statistical Area",189,215
186,"Reno, NV Metropolitan Statistical Area",188,882
187,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",188,"2,126"
188,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",188,836
189,"Kalamazoo-Portage, MI Metropolitan Statistical Area",187,494
190,"College Station-Bryan, TX Metropolitan Statistical Area",185,484
191,"Boulder, CO Metropolitan Statistical Area",184,598
192,"Carbondale-Marion, IL Metropolitan Statistical Area",183,250
193,"Tucson, AZ Metropolitan Statistical Area",182,"1,890"
194,"California-Lexington Park, MD Metropolitan Statistical Area",181,205
195,"Tulsa, OK Metropolitan Statistical Area",179,"1,784"
196,"Bloomington, IL Metropolitan Statistical Area",178,307
197,"Chattanooga, TN-GA Metropolitan Statistical Area",178,996
198,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",177,"6,944"
199,"Salem, OH Micropolitan Statistical Area",176,180
200,"Jackson, TN Metropolitan Statistical Area",175,312
201,"Albuquerque, NM Metropolitan Statistical Area",174,"1,590"
202,"Manchester-Nashua, NH Metropolitan Statistical Area",173,720
203,"Madera, CA Metropolitan Statistical Area",173,270
204,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",172,202
205,"Homosassa Springs, FL Metropolitan Statistical Area",172,254
206,"Roanoke, VA Metropolitan Statistical Area",170,533
207,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",169,"4,181"
208,"Wilmington, NC Metropolitan Statistical Area",168,494
209,"Manhattan, KS Metropolitan Statistical Area",168,221
210,"San Angelo, TX Metropolitan Statistical Area",168,204
211,"Lima, OH Metropolitan Statistical Area",167,172
212,"Las Cruces, NM Metropolitan Statistical Area",167,364
213,"Lansing-East Lansing, MI Metropolitan Statistical Area",167,915
214,"Torrington, CT Micropolitan Statistical Area",167,302
215,"Fort Collins, CO Metropolitan Statistical Area",167,584
216,"Worcester, MA-CT Metropolitan Statistical Area",165,"1,559"
217,"Merced, CA Metropolitan Statistical Area",165,452
218,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",164,"2,071"
219,"Amarillo, TX Metropolitan Statistical Area",164,433
220,"Charleston, WV Metropolitan Statistical Area",164,427
221,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",164,914
222,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",163,465
223,"Bluefield, WV-VA Micropolitan Statistical Area",163,174
224,"Michigan City-La Porte, IN Metropolitan Statistical Area",162,178
225,"Napa, CA Metropolitan Statistical Area",162,224
226,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",161,802
227,"Abilene, TX Metropolitan Statistical Area",161,276
228,"Peoria, IL Metropolitan Statistical Area",161,650
229,"Santa Fe, NM Metropolitan Statistical Area",161,242
230,"Lubbock, TX Metropolitan Statistical Area",160,513
231,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",160,"1,707"
232,"Racine, WI Metropolitan Statistical Area",159,312
233,"Idaho Falls, ID Metropolitan Statistical Area",159,236
234,"The Villages, FL Metropolitan Statistical Area",159,206
235,"Wooster, OH Micropolitan Statistical Area",159,184
236,"Boise City, ID Metropolitan Statistical Area",158,"1,154"
237,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",157,422
238,"Springfield, MA Metropolitan Statistical Area",156,"1,093"
239,"Norwich-New London, CT Metropolitan Statistical Area",156,417
240,"Mansfield, OH Metropolitan Statistical Area",156,189
241,"Cheyenne, WY Metropolitan Statistical Area",156,155
242,"Ogden-Clearfield, UT Metropolitan Statistical Area",156,"1,050"
243,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",156,"5,622"
244,"Bend, OR Metropolitan Statistical Area",155,298
245,"Decatur, AL Metropolitan Statistical Area",155,236
246,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",155,499
247,"Madison, WI Metropolitan Statistical Area",154,"1,020"
248,"Saginaw, MI Metropolitan Statistical Area",154,294
249,"Hanford-Corcoran, CA Metropolitan Statistical Area",154,232
250,"Pueblo, CO Metropolitan Statistical Area",154,257
251,"Greeley, CO Metropolitan Statistical Area",153,484
252,"Salinas, CA Metropolitan Statistical Area",152,660
253,"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",152,353
254,"Provo-Orem, UT Metropolitan Statistical Area",150,952
255,"Eugene-Springfield, OR Metropolitan Statistical Area",149,563
256,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",149,314
257,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",148,405
258,"Lexington-Fayette, KY Metropolitan Statistical Area",148,761
259,"Jonesboro, AR Metropolitan Statistical Area",146,194
260,"Winchester, VA-WV Metropolitan Statistical Area",146,203
261,"Knoxville, TN Metropolitan Statistical Area",145,"1,251"
262,"Binghamton, NY Metropolitan Statistical Area",144,346
263,"Johnstown, PA Metropolitan Statistical Area",144,189
264,"Staunton, VA Metropolitan Statistical Area",143,176
265,"Lawton, OK Metropolitan Statistical Area",143,182
266,"Asheville, NC Metropolitan Statistical Area",142,651
267,"Pittsfield, MA Metropolitan Statistical Area",141,178
268,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",141,178
269,"Bozeman, MT Micropolitan Statistical Area",140,156
270,"Monroe, MI Metropolitan Statistical Area",140,210
271,"Eureka-Arcata, CA Micropolitan Statistical Area",140,190
272,"New Bern, NC Metropolitan Statistical Area",139,173
273,"State College, PA Metropolitan Statistical Area",139,225
274,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",138,391
275,"Laredo, TX Metropolitan Statistical Area",138,380
276,"Battle Creek, MI Metropolitan Statistical Area",138,185
277,"Harrisonburg, VA Metropolitan Statistical Area",138,186
278,"Albany-Lebanon, OR Metropolitan Statistical Area",138,175
279,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area",138,230
280,"Watertown-Fort Drum, NY Metropolitan Statistical Area",137,153
281,"Barnstable Town, MA Metropolitan Statistical Area",137,293
282,"Altoona, PA Metropolitan Statistical Area",137,168
283,"Jefferson City, MO Metropolitan Statistical Area",137,207
284,"Gettysburg, PA Metropolitan Statistical Area",135,139
285,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",135,515
286,"Urban Honolulu, HI Metropolitan Statistical Area",135,"1,319"
287,"Billings, MT Metropolitan Statistical Area",134,242
288,"Niles, MI Metropolitan Statistical Area",133,205
289,"Fargo, ND-MN Metropolitan Statistical Area",132,323
290,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",132,168
291,"Hilo, HI Micropolitan Statistical Area",132,265
292,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",131,907
293,"Ithaca, NY Metropolitan Statistical Area",131,134
294,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",131,167
295,"Cleveland, TN Metropolitan Statistical Area",131,162
296,"Springfield, MO Metropolitan Statistical Area",130,608
297,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",130,"1,222"
298,"Jackson, MI Metropolitan Statistical Area",130,205
299,"Redding, CA Metropolitan Statistical Area",129,231
300,"St. Joseph, MO-KS Metropolitan Statistical Area",129,161
301,"Salem, OR Metropolitan Statistical Area",128,550
302,"Lynchburg, VA Metropolitan Statistical Area",128,337
303,"Show Low, AZ Micropolitan Statistical Area",128,141
304,"Ottawa, IL Micropolitan Statistical Area",127,188
305,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",127,188
306,"Portland-South Portland, ME Metropolitan Statistical Area",127,681
307,"Longview, WA Metropolitan Statistical Area",126,137
308,"Grand Junction, CO Metropolitan Statistical Area",126,193
309,"Lewiston-Auburn, ME Metropolitan Statistical Area",124,134
310,"Coeur d'Alene, ID Metropolitan Statistical Area",124,200
311,"Kalispell, MT Micropolitan Statistical Area",124,126
312,"Wheeling, WV-OH Metropolitan Statistical Area",123,173
313,"Muskegon, MI Metropolitan Statistical Area",123,214
314,"Oshkosh-Neenah, WI Metropolitan Statistical Area",123,210
315,"Medford, OR Metropolitan Statistical Area",122,266
316,"Roseburg, OR Micropolitan Statistical Area",121,133
317,"Elkhart-Goshen, IN Metropolitan Statistical Area",121,248
318,"Beckley, WV Metropolitan Statistical Area",121,142
319,"Muncie, IN Metropolitan Statistical Area",121,138
320,"Visalia, CA Metropolitan Statistical Area",120,559
321,"Bowling Green, KY Metropolitan Statistical Area",120,213
322,"Dalton, GA Metropolitan Statistical Area",120,173
323,"Janesville-Beloit, WI Metropolitan Statistical Area",120,195
324,"Anchorage, AK Metropolitan Statistical Area",120,479
325,"Utica-Rome, NY Metropolitan Statistical Area",120,348
326,"Kennewick-Richland, WA Metropolitan Statistical Area",120,352
327,"El Centro, CA Metropolitan Statistical Area",119,215
328,"Flagstaff, AZ Metropolitan Statistical Area",119,169
329,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",118,425
330,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",117,270
331,"Fort Smith, AR-OK Metropolitan Statistical Area",117,293
332,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",116,193
333,"Cookeville, TN Micropolitan Statistical Area",116,130
334,"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",116,179
335,"Concord, NH Micropolitan Statistical Area",115,174
336,"Morristown, TN Metropolitan Statistical Area",115,163
337,"Bloomington, IN Metropolitan Statistical Area",115,193
338,"Logan, UT-ID Metropolitan Statistical Area",114,159
339,"Sioux Falls, SD Metropolitan Statistical Area",113,300
340,"Green Bay, WI Metropolitan Statistical Area",113,362
341,"Rochester, MN Metropolitan Statistical Area",113,248
342,"Bay City, MI Metropolitan Statistical Area",112,116
343,"Lincoln, NE Metropolitan Statistical Area",111,370
344,"Whitewater, WI Micropolitan Statistical Area",110,114
345,"Cedar Rapids, IA Metropolitan Statistical Area",110,299
346,"Missoula, MT Metropolitan Statistical Area",110,131
347,"Tullahoma-Manchester, TN Micropolitan Statistical Area",109,114
348,"Iowa City, IA Metropolitan Statistical Area",109,188
349,"Richmond-Berea, KY Micropolitan Statistical Area",108,115
350,"Bismarck, ND Metropolitan Statistical Area",108,139
351,"Yuma, AZ Metropolitan Statistical Area",107,226
352,"Burlington-South Burlington, VT Metropolitan Statistical Area",106,234
353,"Appleton, WI Metropolitan Statistical Area",103,244
354,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",103,174
355,"Evansville, IN-KY Metropolitan Statistical Area",102,322
356,"Owensboro, KY Metropolitan Statistical Area",102,121
357,"Augusta-Waterville, ME Micropolitan Statistical Area",102,124
358,"Rapid City, SD Metropolitan Statistical Area",101,142
359,"Joplin, MO Metropolitan Statistical Area",100,179
360,"Wenatchee, WA Metropolitan Statistical Area",100,119
361,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",100,152
362,"Duluth, MN-WI Metropolitan Statistical Area",98,283
363,"Glens Falls, NY Metropolitan Statistical Area",97,122
364,"Holland, MI Micropolitan Statistical Area",96,113
365,"Johnson City, TN Metropolitan Statistical Area",96,195
366,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",96,353
367,"Farmington, NM Metropolitan Statistical Area",96,120
368,"Traverse City, MI Micropolitan Statistical Area",96,143
369,"Grand Forks, ND-MN Metropolitan Statistical Area",95,97
370,"Twin Falls, ID Metropolitan Statistical Area",95,105
371,"Yakima, WA Metropolitan Statistical Area",95,238
372,"Terre Haute, IN Metropolitan Statistical Area",95,177
373,"London, KY Micropolitan Statistical Area",94,139
374,"Fond du Lac, WI Metropolitan Statistical Area",93,95
375,"Ogdensburg-Massena, NY Micropolitan Statistical Area",92,100
376,"Sheboygan, WI Metropolitan Statistical Area",92,106
377,"Lebanon, NH-VT Micropolitan Statistical Area",92,200
378,"Mankato, MN Metropolitan Statistical Area",92,93
379,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",91,280
380,"Wausau-Weston, WI Metropolitan Statistical Area",90,147
381,"Eau Claire, WI Metropolitan Statistical Area",90,151
382,"Ames, IA Metropolitan Statistical Area",86,107
383,"Bangor, ME Metropolitan Statistical Area",84,128
384,"Ponce, PR Metropolitan Statistical Area",83,182
385,"St. Cloud, MN Metropolitan Statistical Area",82,165
386,"Sioux City, IA-NE-SD Metropolitan Statistical Area",80,115
387,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",75,103
388,"San Juan-Bayamón-Caguas, PR Metropolitan Statistical Area",52,"1,062"
389,"Arecibo, PR Metropolitan Statistical Area",34,60
390,"Aguadilla-Isabela, PR Metropolitan Statistical Area",26,78
391,"San Germán, PR Metropolitan Statistical Area",26,32
,,,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2020 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",,,
,,,
"Source: Consumer Sentinel Network Data Book 2022, Federal Trade Commission",,,
