Metropolitan Areas: Identity Theft Reports,,,
,,,
Rank,Metropolitan Area,Reports per 100K Population,# of Reports
199,"Dayton-Kettering, OH Metropolitan Statistical Area",207,"1,672"
200,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",206,345
201,"Yuma, AZ Metropolitan Statistical Area",206,440
202,"Winston-Salem, NC Metropolitan Statistical Area",206,"1,390"
203,"Niles, MI Metropolitan Statistical Area",203,312
204,"Lubbock, TX Metropolitan Statistical Area",202,651
205,"Wilmington, NC Metropolitan Statistical Area",202,601
206,"Burlington, NC Metropolitan Statistical Area",202,342
207,"Bismarck, ND Metropolitan Statistical Area",202,260
208,"Kalispell, MT Micropolitan Statistical Area",201,209
209,"Napa, CA Metropolitan Statistical Area",201,277
210,"New Haven-Milford, CT Metropolitan Statistical Area",201,"1,716"
211,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",201,300
212,"Albuquerque, NM Metropolitan Statistical Area",199,"1,830"
213,"Kalamazoo-Portage, MI Metropolitan Statistical Area",199,527
214,"Manchester-Nashua, NH Metropolitan Statistical Area",199,829
215,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",197,981
216,"Gadsden, AL Metropolitan Statistical Area",197,201
217,"Morgantown, WV Metropolitan Statistical Area",196,273
218,"Hilton Head Island-Bluffton, SC Metropolitan Statistical Area",195,434
219,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",194,"1,041"
220,"Pittsburgh, PA Metropolitan Statistical Area",194,"4,500"
221,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",193,"1,617"
222,"Cheyenne, WY Metropolitan Statistical Area",193,192
223,"Pottsville, PA Micropolitan Statistical Area",192,271
224,"St. George, UT Metropolitan Statistical Area",191,339
225,"Jackson, TN Metropolitan Statistical Area",190,340
226,"Sebring-Avon Park, FL Metropolitan Statistical Area",190,202
227,"Racine, WI Metropolitan Statistical Area",189,372
228,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",189,"2,397"
229,"Muncie, IN Metropolitan Statistical Area",189,216
230,"Saginaw, MI Metropolitan Statistical Area",189,360
231,"Michigan City-La Porte, IN Metropolitan Statistical Area",188,207
232,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",188,"2,029"
233,"Spartanburg, SC Metropolitan Statistical Area",188,602
234,"Amarillo, TX Metropolitan Statistical Area",188,497
235,"Houma-Thibodaux, LA Metropolitan Statistical Area",185,384
236,"Reading, PA Metropolitan Statistical Area",184,773
237,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",183,521
238,"Evansville, IN-KY Metropolitan Statistical Area",183,576
239,"Hartford-East Hartford-Middletown, CT Metropolitan Statistical Area",182,"2,191"
240,"Dalton, GA Metropolitan Statistical Area",182,263
241,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",182,"4,035"
242,"Binghamton, NY Metropolitan Statistical Area",178,426
243,"El Paso, TX Metropolitan Statistical Area",178,"1,505"
244,"Merced, CA Metropolitan Statistical Area",177,492
245,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",177,"1,023"
246,"Bloomington, IN Metropolitan Statistical Area",176,298
247,"Charleston, WV Metropolitan Statistical Area",176,452
248,"Salisbury, MD-DE Metropolitan Statistical Area",176,730
249,"Canton-Massillon, OH Metropolitan Statistical Area",176,698
250,"Abilene, TX Metropolitan Statistical Area",175,301
251,"Laredo, TX Metropolitan Statistical Area",175,483
252,"Santa Fe, NM Metropolitan Statistical Area",173,260
253,"Burlington-South Burlington, VT Metropolitan Statistical Area",173,381
254,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",172,265
255,"Madison, WI Metropolitan Statistical Area",172,"1,143"
256,"Panama City, FL Metropolitan Statistical Area",172,300
257,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",171,847
258,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",171,"6,219"
259,"Homosassa Springs, FL Metropolitan Statistical Area",170,255
260,"Chico, CA Metropolitan Statistical Area",170,373
261,"Beckley, WV Metropolitan Statistical Area",169,196
262,"Madera, CA Metropolitan Statistical Area",169,266
263,"Wooster, OH Micropolitan Statistical Area",168,194
264,"State College, PA Metropolitan Statistical Area",168,272
265,"California-Lexington Park, MD Metropolitan Statistical Area",167,189
266,"Elkhart-Goshen, IN Metropolitan Statistical Area",165,341
267,"Decatur, AL Metropolitan Statistical Area",165,252
268,"York-Hanover, PA Metropolitan Statistical Area",164,738
269,"Toledo, OH Metropolitan Statistical Area",164,"1,052"
270,"Visalia, CA Metropolitan Statistical Area",164,764
271,"Danville, VA Micropolitan Statistical Area",163,164
272,"El Centro, CA Metropolitan Statistical Area",163,295
273,"Hanford-Corcoran, CA Metropolitan Statistical Area",162,248
274,"New Bern, NC Metropolitan Statistical Area",162,201
275,"Chattanooga, TN-GA Metropolitan Statistical Area",161,908
276,"Boise City, ID Metropolitan Statistical Area",160,"1,196"
277,"Utica-Rome, NY Metropolitan Statistical Area",159,460
278,"Terre Haute, IN Metropolitan Statistical Area",158,294
279,"Eureka-Arcata, CA Micropolitan Statistical Area",157,213
280,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",157,701
281,"Fargo, ND-MN Metropolitan Statistical Area",157,386
282,"Las Cruces, NM Metropolitan Statistical Area",156,340
283,"Norwich-New London, CT Metropolitan Statistical Area",156,413
284,"Lansing-East Lansing, MI Metropolitan Statistical Area",156,857
285,"Ithaca, NY Metropolitan Statistical Area",156,159
286,"Coeur d'Alene, ID Metropolitan Statistical Area",154,255
287,"Concord, NH Micropolitan Statistical Area",153,232
288,"Bend, OR Metropolitan Statistical Area",153,302
289,"Jacksonville, NC Metropolitan Statistical Area",153,302
290,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",152,415
291,"Mansfield, OH Metropolitan Statistical Area",152,184
292,"Anchorage, AK Metropolitan Statistical Area",152,601
293,"Jackson, MI Metropolitan Statistical Area",151,240
294,"Medford, OR Metropolitan Statistical Area",150,331
295,"Asheville, NC Metropolitan Statistical Area",150,693
296,"Eugene-Springfield, OR Metropolitan Statistical Area",150,572
297,"St. Joseph, MO-KS Metropolitan Statistical Area",149,187
298,"Redding, CA Metropolitan Statistical Area",148,267
299,"Erie, PA Metropolitan Statistical Area",148,399
300,"Battle Creek, MI Metropolitan Statistical Area",147,197
301,"Salem, OR Metropolitan Statistical Area",146,633
302,"Muskegon, MI Metropolitan Statistical Area",145,252
303,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",144,"1,364"
304,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",143,411
305,"Springfield, OH Metropolitan Statistical Area",142,190
306,"Lancaster, PA Metropolitan Statistical Area",141,770
307,"Rochester, MN Metropolitan Statistical Area",141,312
308,"Columbia, MO Metropolitan Statistical Area",140,292
309,"Glens Falls, NY Metropolitan Statistical Area",140,175
310,"Springfield, MO Metropolitan Statistical Area",140,657
311,"Watertown-Fort Drum, NY Metropolitan Statistical Area",139,153
312,"Janesville-Beloit, WI Metropolitan Statistical Area",138,226
313,"The Villages, FL Metropolitan Statistical Area",137,182
314,"Roseburg, OR Micropolitan Statistical Area",137,152
315,"Grand Forks, ND-MN Metropolitan Statistical Area",137,138
316,"Lebanon, PA Metropolitan Statistical Area",137,194
317,"Lexington-Fayette, KY Metropolitan Statistical Area",137,707
318,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",137,387
319,"Albany-Lebanon, OR Metropolitan Statistical Area",136,176
320,"Wheeling, WV-OH Metropolitan Statistical Area",135,187
321,"Salinas, CA Metropolitan Statistical Area",133,579
322,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",132,195
323,"Williamsport, PA Metropolitan Statistical Area",131,148
324,"Traverse City, MI Micropolitan Statistical Area",129,195
325,"Mankato, MN Metropolitan Statistical Area",129,131
326,"Duluth, MN-WI Metropolitan Statistical Area",128,371
327,"Lima, OH Metropolitan Statistical Area",128,131
328,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",128,455
329,"Richmond-Berea, KY Micropolitan Statistical Area",127,136
330,"Joplin, MO Metropolitan Statistical Area",126,227
331,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",125,461
332,"Whitewater, WI Micropolitan Statistical Area",123,128
333,"Twin Falls, ID Metropolitan Statistical Area",122,136
334,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",121,141
335,"Torrington, CT Micropolitan Statistical Area",121,219
336,"St. Cloud, MN Metropolitan Statistical Area",120,242
337,"Monroe, MI Metropolitan Statistical Area",120,180
338,"Eau Claire, WI Metropolitan Statistical Area",119,201
339,"Gettysburg, PA Metropolitan Statistical Area",118,122
340,"Morristown, TN Metropolitan Statistical Area",118,169
341,"Owensboro, KY Metropolitan Statistical Area",118,141
342,"Lebanon, NH-VT Micropolitan Statistical Area",118,256
343,"Knoxville, TN Metropolitan Statistical Area",117,"1,013"
344,"Lincoln, NE Metropolitan Statistical Area",116,389
345,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",115,805
346,"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",113,175
347,"Idaho Falls, ID Metropolitan Statistical Area",111,168
348,"Jefferson City, MO Metropolitan Statistical Area",110,167
349,"Holland, MI Micropolitan Statistical Area",110,130
350,"London, KY Micropolitan Statistical Area",110,163
351,"Bay City, MI Metropolitan Statistical Area",110,113
352,"Johnstown, PA Metropolitan Statistical Area",109,142
353,"Green Bay, WI Metropolitan Statistical Area",109,352
354,"Lynchburg, VA Metropolitan Statistical Area",109,286
355,"Cedar Rapids, IA Metropolitan Statistical Area",107,293
356,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",106,135
357,"Cleveland, TN Metropolitan Statistical Area",106,132
358,"Logan, UT-ID Metropolitan Statistical Area",105,149
359,"Iowa City, IA Metropolitan Statistical Area",103,179
360,"Charlottesville, VA Metropolitan Statistical Area",103,226
361,"Sheboygan, WI Metropolitan Statistical Area",103,119
362,"Roanoke, VA Metropolitan Statistical Area",103,322
363,"Bowling Green, KY Metropolitan Statistical Area",103,184
364,"Altoona, PA Metropolitan Statistical Area",102,124
365,"Winchester, VA-WV Metropolitan Statistical Area",101,142
366,"Salem, OH Micropolitan Statistical Area",97,99
367,"Fond du Lac, WI Metropolitan Statistical Area",97,100
368,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",97,132
369,"Staunton, VA Metropolitan Statistical Area",96,118
370,"Bluefield, WV-VA Micropolitan Statistical Area",96,101
371,"Oshkosh-Neenah, WI Metropolitan Statistical Area",95,164
372,"Johnson City, TN Metropolitan Statistical Area",95,194
373,"Tullahoma-Manchester, TN Micropolitan Statistical Area",95,100
374,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",92,282
375,"Wausau-Weston, WI Metropolitan Statistical Area",91,149
376,"Farmington, NM Metropolitan Statistical Area",90,111
377,"Cookeville, TN Micropolitan Statistical Area",89,102
378,"Sioux Falls, SD Metropolitan Statistical Area",89,239
379,"Sioux City, IA-NE-SD Metropolitan Statistical Area",88,127
380,"Appleton, WI Metropolitan Statistical Area",87,208
381,"Rapid City, SD Metropolitan Statistical Area",87,124
382,"Ames, IA Metropolitan Statistical Area",82,101
383,"Ogdensburg-Massena, NY Micropolitan Statistical Area",82,88
384,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",79,133
385,"Ponce, PR Metropolitan Statistical Area",77,166
386,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area",77,129
387,"Arecibo, PR Metropolitan Statistical Area",77,134
388,"Harrisonburg, VA Metropolitan Statistical Area",65,88
389,"San Juan-Bayamón-Caguas, PR Metropolitan Statistical Area",51,"1,040"
390,"Aguadilla-Isabela, PR Metropolitan Statistical Area",41,118
391,"San Germán, PR Metropolitan Statistical Area",30,37
,,,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",,,
,,,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",,,
