Metropolitan Areas: Fraud and Other Reports,,,
,,,
Rank,Metropolitan Areas,Reports per 100K Population,# of Reports
23,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",986,"8,249"
24,"Tallahassee, FL Metropolitan Statistical Area",976,"3,779"
25,"Columbia, SC Metropolitan Statistical Area",972,"8,150"
26,"Dover, DE Metropolitan Statistical Area",972,"1,757"
27,"Colorado Springs, CO Metropolitan Statistical Area",963,"7,184"
28,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",959,"6,411"
29,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",957,"4,754"
30,"Savannah, GA Metropolitan Statistical Area",953,"3,750"
31,"Kingston, NY Metropolitan Statistical Area",953,"1,692"
32,"Punta Gorda, FL Metropolitan Statistical Area",952,"1,798"
33,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",951,"67,231"
34,"Boulder, CO Metropolitan Statistical Area",942,"3,074"
35,"Richmond, VA Metropolitan Statistical Area",939,"12,131"
36,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",938,"1,990"
37,"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",932,"2,190"
38,"Ocala, FL Metropolitan Statistical Area",931,"3,405"
39,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",931,"70,481"
40,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",927,"3,641"
41,"The Villages, FL Metropolitan Statistical Area",922,"1,221"
42,"Cleveland-Elyria, OH Metropolitan Statistical Area",920,"18,854"
43,"St. Louis, MO-IL Metropolitan Statistical Area",918,"25,731"
44,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",916,"2,661"
45,"Reno, NV Metropolitan Statistical Area",914,"4,349"
46,"Huntsville, AL Metropolitan Statistical Area",908,"4,282"
47,"Austin-Round Rock-Georgetown, TX Metropolitan Statistical Area",901,"20,065"
48,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",900,"35,803"
49,"New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area",898,"172,473"
50,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",897,"26,615"
51,"Raleigh-Cary, NC Metropolitan Statistical Area",896,"12,460"
52,"Charleston-North Charleston, SC Metropolitan Statistical Area",896,"7,184"
53,"Gainesville, FL Metropolitan Statistical Area",890,"2,928"
54,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",889,"43,965"
55,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",881,"4,428"
56,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",879,"29,357"
57,"Topeka, KS Metropolitan Statistical Area",878,"2,037"
58,"Columbus, OH Metropolitan Statistical Area",876,"18,599"
59,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",871,"6,715"
60,"Columbus, GA-AL Metropolitan Statistical Area",871,"2,795"
61,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",869,"1,094"
62,"Tucson, AZ Metropolitan Statistical Area",868,"9,091"
63,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",864,"21,526"
64,"New Orleans-Metairie, LA Metropolitan Statistical Area",864,"10,973"
65,"Roanoke, VA Metropolitan Statistical Area",862,"2,701"
66,"Naples-Marco Island, FL Metropolitan Statistical Area",862,"3,317"
67,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",857,"16,583"
68,"Albuquerque, NM Metropolitan Statistical Area",857,"7,868"
69,"Panama City, FL Metropolitan Statistical Area",857,"1,497"
70,"Asheville, NC Metropolitan Statistical Area",857,"3,963"
71,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",854,"2,253"
72,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",853,"4,929"
73,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",850,"80,359"
74,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",849,"8,008"
75,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",848,"112,088"
76,"Vallejo, CA Metropolitan Statistical Area",846,"3,785"
77,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",843,"2,289"
78,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",842,"6,099"
79,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",841,"39,771"
80,"Birmingham-Hoover, AL Metropolitan Statistical Area",839,"9,148"
81,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",837,"19,795"
82,"Rochester, NY Metropolitan Statistical Area",837,"8,955"
83,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",836,"7,059"
84,"Fayetteville, NC Metropolitan Statistical Area",835,"4,399"
85,"Pittsburgh, PA Metropolitan Statistical Area",832,"19,291"
86,"Baton Rouge, LA Metropolitan Statistical Area",830,"7,097"
87,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",828,"4,708"
88,"Niles, MI Metropolitan Statistical Area",827,"1,268"
89,"Pueblo, CO Metropolitan Statistical Area",820,"1,381"
90,"Trenton-Princeton, NJ Metropolitan Statistical Area",819,"3,011"
91,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",815,"2,321"
92,"Macon-Bibb County, GA Metropolitan Statistical Area",810,"1,863"
93,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",808,"10,219"
94,"New Haven-Milford, CT Metropolitan Statistical Area",804,"6,872"
95,"Kansas City, MO-KS Metropolitan Statistical Area",803,"17,338"
96,"Tyler, TX Metropolitan Statistical Area",802,"1,866"
97,"Eugene-Springfield, OR Metropolitan Statistical Area",801,"3,062"
98,"Clarksville, TN-KY Metropolitan Statistical Area",801,"2,466"
99,"Salt Lake City, UT Metropolitan Statistical Area",800,"9,864"
100,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",798,"4,860"
101,"Missoula, MT Metropolitan Statistical Area",797,953
102,"Torrington, CT Micropolitan Statistical Area",795,"1,433"
103,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",794,"6,986"
104,"Greenville-Anderson, SC Metropolitan Statistical Area",792,"7,293"
105,"Milwaukee-Waukesha, WI Metropolitan Statistical Area",792,"12,470"
106,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",791,"5,375"
107,"Albany, GA Metropolitan Statistical Area",791,"1,160"
108,"Eureka-Arcata, CA Micropolitan Statistical Area",790,"1,071"
109,"Warner Robins, GA Metropolitan Statistical Area",790,"1,464"
110,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",788,"15,688"
111,"Greensboro-High Point, NC Metropolitan Statistical Area",787,"6,078"
112,"Akron, OH Metropolitan Statistical Area",783,"5,509"
113,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",780,"33,693"
114,"Sumter, SC Metropolitan Statistical Area",776,"1,090"
115,"Fort Collins, CO Metropolitan Statistical Area",774,"2,763"
116,"Bend, OR Metropolitan Statistical Area",773,"1,529"
117,"Medford, OR Metropolitan Statistical Area",772,"1,706"
118,"San Angelo, TX Metropolitan Statistical Area",772,942
119,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",772,"37,609"
120,"Lynchburg, VA Metropolitan Statistical Area",770,"2,029"
121,"Salisbury, MD-DE Metropolitan Statistical Area",769,"3,198"
122,"Sebring-Avon Park, FL Metropolitan Statistical Area",768,816
123,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",766,"8,639"
124,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",765,"2,203"
125,"Bellingham, WA Metropolitan Statistical Area",764,"1,752"
126,"Cheyenne, WY Metropolitan Statistical Area",764,760
127,"Shreveport-Bossier City, LA Metropolitan Statistical Area",764,"3,014"
128,"Chattanooga, TN-GA Metropolitan Statistical Area",761,"4,303"
129,"Fresno, CA Metropolitan Statistical Area",761,"7,605"
130,"New Bern, NC Metropolitan Statistical Area",759,943
131,"Durham-Chapel Hill, NC Metropolitan Statistical Area",757,"4,881"
132,"Barnstable Town, MA Metropolitan Statistical Area",757,"1,613"
133,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",757,"27,548"
134,"College Station-Bryan, TX Metropolitan Statistical Area",757,"2,003"
135,"Manchester-Nashua, NH Metropolitan Statistical Area",757,"3,155"
136,"Wilmington, NC Metropolitan Statistical Area",754,"2,242"
137,"Roseburg, OR Micropolitan Statistical Area",753,836
138,"Jackson, MS Metropolitan Statistical Area",752,"4,472"
139,"Wichita, KS Metropolitan Statistical Area",752,"4,813"
140,"Syracuse, NY Metropolitan Statistical Area",751,"4,872"
141,"Charleston, WV Metropolitan Statistical Area",751,"1,930"
142,"Knoxville, TN Metropolitan Statistical Area",750,"6,515"
143,"Anchorage, AK Metropolitan Statistical Area",749,"2,968"
144,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",748,"2,043"
145,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",748,"19,074"
146,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",748,"15,510"
147,"Springfield, IL Metropolitan Statistical Area",746,"1,543"
148,"Wichita Falls, TX Metropolitan Statistical Area",744,"1,126"
149,"Lexington-Fayette, KY Metropolitan Statistical Area",743,"3,843"
150,"Mobile, AL Metropolitan Statistical Area",741,"3,185"
151,"Kalamazoo-Portage, MI Metropolitan Statistical Area",739,"1,960"
152,"Racine, WI Metropolitan Statistical Area",738,"1,448"
153,"Reading, PA Metropolitan Statistical Area",736,"3,101"
154,"Providence-Warwick, RI-MA Metropolitan Statistical Area",736,"11,958"
155,"Florence, SC Metropolitan Statistical Area",735,"1,507"
156,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",735,"6,976"
157,"Spartanburg, SC Metropolitan Statistical Area",733,"2,344"
158,"California-Lexington Park, MD Metropolitan Statistical Area",731,830
159,"Greenville, NC Metropolitan Statistical Area",730,"1,319"
160,"Norwich-New London, CT Metropolitan Statistical Area",730,"1,935"
161,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",729,"16,185"
162,"Staunton, VA Metropolitan Statistical Area",729,897
163,"Ann Arbor, MI Metropolitan Statistical Area",728,"2,675"
164,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",726,"6,146"
165,"Longview, WA Metropolitan Statistical Area",725,802
166,"Beckley, WV Metropolitan Statistical Area",723,837
167,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",720,"1,607"
168,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",718,"1,105"
169,"Flint, MI Metropolitan Statistical Area",718,"2,913"
170,"Manhattan, KS Metropolitan Statistical Area",715,931
171,"Hilo, HI Micropolitan Statistical Area",713,"1,437"
172,"Hartford-East Hartford-Middletown, CT Metropolitan Statistical Area",713,"8,590"
173,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",712,920
174,"Lawrence, KS Metropolitan Statistical Area",711,869
175,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",710,"3,932"
176,"Anniston-Oxford, AL Metropolitan Statistical Area",709,805
177,"Dayton-Kettering, OH Metropolitan Statistical Area",706,"5,703"
178,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",706,"1,999"
179,"York-Hanover, PA Metropolitan Statistical Area",705,"3,167"
180,"Lebanon, PA Metropolitan Statistical Area",705,999
181,"Charlottesville, VA Metropolitan Statistical Area",704,"1,540"
182,"Boise City, ID Metropolitan Statistical Area",704,"5,277"
183,"Coeur d'Alene, ID Metropolitan Statistical Area",702,"1,164"
184,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",702,"32,669"
185,"Canton-Massillon, OH Metropolitan Statistical Area",702,"2,789"
186,"Madison, WI Metropolitan Statistical Area",701,"4,659"
187,"Hilton Head Island-Bluffton, SC Metropolitan Statistical Area",700,"1,555"
188,"Alexandria, LA Metropolitan Statistical Area",698,"1,061"
189,"Las Cruces, NM Metropolitan Statistical Area",697,"1,520"
190,"Grand Junction, CO Metropolitan Statistical Area",695,"1,072"
191,"Pittsfield, MA Metropolitan Statistical Area",695,868
192,"Winston-Salem, NC Metropolitan Statistical Area",695,"4,696"
193,"Bloomington, IL Metropolitan Statistical Area",693,"1,188"
194,"St. George, UT Metropolitan Statistical Area",690,"1,226"
195,"Erie, PA Metropolitan Statistical Area",690,"1,862"
196,"Springfield, OH Metropolitan Statistical Area",689,924
197,"Champaign-Urbana, IL Metropolitan Statistical Area",688,"1,556"
198,"Texarkana, TX-AR Metropolitan Statistical Area",687,"1,022"
199,"Ogden-Clearfield, UT Metropolitan Statistical Area",686,"4,694"
200,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",684,"3,381"
201,"Albany-Lebanon, OR Metropolitan Statistical Area",682,885
202,"Stockton, CA Metropolitan Statistical Area",682,"5,197"
203,"Sherman-Denison, TX Metropolitan Statistical Area",681,927
204,"Toledo, OH Metropolitan Statistical Area",679,"4,359"
205,"Rockford, IL Metropolitan Statistical Area",679,"2,282"
206,"Burlington, NC Metropolitan Statistical Area",677,"1,147"
207,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",676,"3,624"
208,"Binghamton, NY Metropolitan Statistical Area",676,"1,613"
209,"Waco, TX Metropolitan Statistical Area",675,"1,850"
210,"Urban Honolulu, HI Metropolitan Statistical Area",674,"6,565"
211,"Columbia, MO Metropolitan Statistical Area",673,"1,401"
212,"Lebanon, NH-VT Micropolitan Statistical Area",673,"1,460"
213,"Pottsville, PA Micropolitan Statistical Area",673,951
214,"Springfield, MA Metropolitan Statistical Area",673,"4,690"
215,"Abilene, TX Metropolitan Statistical Area",671,"1,155"
216,"Winchester, VA-WV Metropolitan Statistical Area",671,943
217,"Oshkosh-Neenah, WI Metropolitan Statistical Area",670,"1,152"
218,"Brunswick, GA Metropolitan Statistical Area",668,794
219,"Johnstown, PA Metropolitan Statistical Area",666,867
220,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",665,"1,114"
221,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area",665,671
222,"Kalispell, MT Micropolitan Statistical Area",665,690
223,"Redding, CA Metropolitan Statistical Area",662,"1,192"
224,"Jacksonville, NC Metropolitan Statistical Area",662,"1,310"
225,"Gulfport-Biloxi, MS Metropolitan Statistical Area",662,"2,763"
226,"Lawton, OK Metropolitan Statistical Area",659,833
227,"Worcester, MA-CT Metropolitan Statistical Area",659,"6,240"
228,"Oklahoma City, OK Metropolitan Statistical Area",658,"9,277"
229,"Fort Wayne, IN Metropolitan Statistical Area",658,"2,721"
230,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",658,"2,022"
231,"Glens Falls, NY Metropolitan Statistical Area",657,822
232,"Napa, CA Metropolitan Statistical Area",656,904
233,"Rocky Mount, NC Metropolitan Statistical Area",656,956
234,"Concord, NH Micropolitan Statistical Area",655,992
235,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area",655,"1,097"
236,"Jackson, TN Metropolitan Statistical Area",654,"1,168"
237,"Bangor, ME Metropolitan Statistical Area",653,993
238,"Tulsa, OK Metropolitan Statistical Area",650,"6,493"
239,"Michigan City-La Porte, IN Metropolitan Statistical Area",650,714
240,"Longview, TX Metropolitan Statistical Area",647,"1,855"
241,"Odessa, TX Metropolitan Statistical Area",644,"1,070"
242,"Bluefield, WV-VA Micropolitan Statistical Area",641,677
243,"Amarillo, TX Metropolitan Statistical Area",641,"1,698"
244,"Chico, CA Metropolitan Statistical Area",640,"1,403"
245,"Burlington-South Burlington, VT Metropolitan Statistical Area",640,"1,410"
246,"Portland-South Portland, ME Metropolitan Statistical Area",638,"3,436"
247,"Peoria, IL Metropolitan Statistical Area",638,"2,554"
248,"Springfield, MO Metropolitan Statistical Area",637,"2,997"
249,"Valdosta, GA Metropolitan Statistical Area",637,938
250,"Lansing-East Lansing, MI Metropolitan Statistical Area",636,"3,500"
251,"Monroe, LA Metropolitan Statistical Area",635,"1,271"
252,"Salem, OR Metropolitan Statistical Area",634,"2,750"
253,"Muskegon, MI Metropolitan Statistical Area",631,"1,095"
254,"Gainesville, GA Metropolitan Statistical Area",630,"1,288"
255,"Cleveland, TN Metropolitan Statistical Area",629,786
256,"Decatur, IL Metropolitan Statistical Area",628,653
257,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",626,"3,350"
258,"Kankakee, IL Metropolitan Statistical Area",624,686
259,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",622,"6,699"
260,"Utica-Rome, NY Metropolitan Statistical Area",621,"1,802"
261,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",620,720
262,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",620,"2,293"
263,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",619,"2,003"
264,"Cookeville, TN Micropolitan Statistical Area",618,706
265,"Augusta-Waterville, ME Micropolitan Statistical Area",617,755
266,"Owensboro, KY Metropolitan Statistical Area",616,736
267,"Traverse City, MI Micropolitan Statistical Area",615,927
268,"Bay City, MI Metropolitan Statistical Area",615,634
269,"Altoona, PA Metropolitan Statistical Area",614,748
270,"Billings, MT Metropolitan Statistical Area",614,"1,115"
271,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",611,"2,726"
272,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",610,912
273,"Whitewater, WI Micropolitan Statistical Area",608,632
274,"Lake Charles, LA Metropolitan Statistical Area",608,"1,279"
275,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",608,899
276,"Johnson City, TN Metropolitan Statistical Area",607,"1,237"
277,"Lafayette, LA Metropolitan Statistical Area",606,"2,965"
278,"Bozeman, MT Micropolitan Statistical Area",604,691
279,"Greeley, CO Metropolitan Statistical Area",604,"1,959"
280,"Battle Creek, MI Metropolitan Statistical Area",601,806
281,"Richmond-Berea, KY Micropolitan Statistical Area",600,643
282,"Madera, CA Metropolitan Statistical Area",599,943
283,"Carbondale-Marion, IL Metropolitan Statistical Area",598,812
284,"Monroe, MI Metropolitan Statistical Area",598,900
285,"Ithaca, NY Metropolitan Statistical Area",597,610
286,"Lincoln, NE Metropolitan Statistical Area",597,"2,008"
287,"Midland, TX Metropolitan Statistical Area",596,"1,089"
288,"Duluth, MN-WI Metropolitan Statistical Area",596,"1,721"
289,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",596,"2,121"
290,"Jonesboro, AR Metropolitan Statistical Area",594,795
291,"Hammond, LA Metropolitan Statistical Area",594,800
292,"Watertown-Fort Drum, NY Metropolitan Statistical Area",593,651
293,"Wausau-Weston, WI Metropolitan Statistical Area",592,967
294,"Rapid City, SD Metropolitan Statistical Area",591,840
295,"Flagstaff, AZ Metropolitan Statistical Area",590,847
296,"Bloomington, IN Metropolitan Statistical Area",590,998
297,"Lancaster, PA Metropolitan Statistical Area",589,"3,214"
298,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",588,"4,113"
299,"Bowling Green, KY Metropolitan Statistical Area",587,"1,052"
300,"Janesville-Beloit, WI Metropolitan Statistical Area",586,958
301,"Lubbock, TX Metropolitan Statistical Area",586,"1,888"
302,"Bakersfield, CA Metropolitan Statistical Area",585,"5,264"
303,"Decatur, AL Metropolitan Statistical Area",585,892
304,"Danville, VA Micropolitan Statistical Area",584,586
305,"Green Bay, WI Metropolitan Statistical Area",583,"1,882"
306,"Jackson, MI Metropolitan Statistical Area",582,923
307,"Yuba City, CA Metropolitan Statistical Area",581,"1,021"
308,"Auburn-Opelika, AL Metropolitan Statistical Area",581,956
309,"Gettysburg, PA Metropolitan Statistical Area",577,594
310,"Hattiesburg, MS Metropolitan Statistical Area",576,972
311,"Wheeling, WV-OH Metropolitan Statistical Area",574,797
312,"Evansville, IN-KY Metropolitan Statistical Area",570,"1,796"
313,"Corpus Christi, TX Metropolitan Statistical Area",570,"2,445"
314,"Wenatchee, WA Metropolitan Statistical Area",570,687
315,"Muncie, IN Metropolitan Statistical Area",570,650
316,"Jefferson City, MO Metropolitan Statistical Area",569,861
317,"Lewiston-Auburn, ME Metropolitan Statistical Area",569,616
318,"Mansfield, OH Metropolitan Statistical Area",569,689
319,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",568,"2,155"
320,"Provo-Orem, UT Metropolitan Statistical Area",568,"3,681"
321,"St. Joseph, MO-KS Metropolitan Statistical Area",566,709
322,"El Paso, TX Metropolitan Statistical Area",566,"4,778"
323,"Fond du Lac, WI Metropolitan Statistical Area",566,585
324,"Dothan, AL Metropolitan Statistical Area",564,842
325,"Cedar Rapids, IA Metropolitan Statistical Area",564,"1,539"
326,"Tullahoma-Manchester, TN Micropolitan Statistical Area",564,593
327,"Eau Claire, WI Metropolitan Statistical Area",563,953
328,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",561,767
329,"Lima, OH Metropolitan Statistical Area",560,573
330,"Athens-Clarke County, GA Metropolitan Statistical Area",557,"1,190"
331,"Williamsport, PA Metropolitan Statistical Area",553,627
332,"Saginaw, MI Metropolitan Statistical Area",553,"1,054"
333,"Modesto, CA Metropolitan Statistical Area",552,"3,039"
334,"Rochester, MN Metropolitan Statistical Area",551,"1,222"
335,"LaGrange, GA-AL Micropolitan Statistical Area",550,567
336,"Salem, OH Micropolitan Statistical Area",548,558
337,"Gadsden, AL Metropolitan Statistical Area",548,560
338,"Joplin, MO Metropolitan Statistical Area",547,983
339,"State College, PA Metropolitan Statistical Area",547,888
340,"Kennewick-Richland, WA Metropolitan Statistical Area",545,"1,633"
341,"Terre Haute, IN Metropolitan Statistical Area",544,"1,013"
342,"Ottawa, IL Micropolitan Statistical Area",543,799
343,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",543,689
344,"Tupelo, MS Micropolitan Statistical Area",542,901
345,"Morristown, TN Metropolitan Statistical Area",542,773
346,"Appleton, WI Metropolitan Statistical Area",541,"1,288"
347,"Morgantown, WV Metropolitan Statistical Area",535,744
348,"Goldsboro, NC Metropolitan Statistical Area",530,652
349,"Show Low, AZ Micropolitan Statistical Area",528,586
350,"Harrisonburg, VA Metropolitan Statistical Area",525,708
351,"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",523,811
352,"Yakima, WA Metropolitan Statistical Area",521,"1,306"
353,"Fargo, ND-MN Metropolitan Statistical Area",516,"1,271"
354,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",516,"1,203"
355,"Fort Smith, AR-OK Metropolitan Statistical Area",514,"1,288"
356,"Wooster, OH Micropolitan Statistical Area",513,594
357,"Sioux Falls, SD Metropolitan Statistical Area",513,"1,375"
358,"Twin Falls, ID Metropolitan Statistical Area",511,569
359,"Salinas, CA Metropolitan Statistical Area",507,"2,199"
360,"Elkhart-Goshen, IN Metropolitan Statistical Area",498,"1,028"
361,"Mankato, MN Metropolitan Statistical Area",496,506
362,"Sheboygan, WI Metropolitan Statistical Area",492,568
363,"Iowa City, IA Metropolitan Statistical Area",492,852
364,"Visalia, CA Metropolitan Statistical Area",488,"2,277"
365,"Houma-Thibodaux, LA Metropolitan Statistical Area",485,"1,009"
366,"Farmington, NM Metropolitan Statistical Area",475,589
367,"Ames, IA Metropolitan Statistical Area",471,581
368,"Ogdensburg-Massena, NY Micropolitan Statistical Area",470,506
369,"Hanford-Corcoran, CA Metropolitan Statistical Area",467,714
370,"London, KY Micropolitan Statistical Area",466,690
371,"Merced, CA Metropolitan Statistical Area",460,"1,276"
372,"Idaho Falls, ID Metropolitan Statistical Area",459,696
373,"St. Cloud, MN Metropolitan Statistical Area",453,914
374,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",450,759
375,"Dalton, GA Metropolitan Statistical Area",445,644
376,"Holland, MI Micropolitan Statistical Area",444,524
377,"Grand Forks, ND-MN Metropolitan Statistical Area",443,447
378,"Sioux City, IA-NE-SD Metropolitan Statistical Area",440,636
379,"Bismarck, ND Metropolitan Statistical Area",428,552
380,"Logan, UT-ID Metropolitan Statistical Area",428,608
381,"Lumberton, NC Micropolitan Statistical Area",420,549
382,"Yuma, AZ Metropolitan Statistical Area",411,878
383,"El Centro, CA Metropolitan Statistical Area",364,659
384,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",347,"3,013"
385,"Brownsville-Harlingen, TX Metropolitan Statistical Area",331,"1,401"
386,"Laredo, TX Metropolitan Statistical Area",284,785
387,"San Juan-Bayamón-Caguas, PR Metropolitan Statistical Area",209,"4,223"
388,"Ponce, PR Metropolitan Statistical Area",147,317
389,"Arecibo, PR Metropolitan Statistical Area",137,239
390,"Aguadilla-Isabela, PR Metropolitan Statistical Area",136,393
391,"San Germán, PR Metropolitan Statistical Area",129,157
,,,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",,,
,,,
"Source: Consumer Sentinel Network Data Book 2020, Federal Trade Commission",,,
