Metropolitan Areas: Identity Theft Reports,,,
,,,
Rank,Metropolitan Area,Reports per 100K Population,# of Reports
59,"Kankakee, IL Metropolitan Statistical Area",290,314
60,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",290,"1,762"
61,"Birmingham-Hoover, AL Metropolitan Statistical Area",289,"3,210"
62,"Naples-Marco Island, FL Metropolitan Statistical Area",289,"1,076"
63,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",281,"12,877"
64,"Lafayette, LA Metropolitan Statistical Area",281,"1,347"
65,"Shreveport-Bossier City, LA Metropolitan Statistical Area",278,"1,098"
66,"Providence-Warwick, RI-MA Metropolitan Statistical Area",276,"4,608"
67,"Raleigh-Cary, NC Metropolitan Statistical Area",272,"3,784"
68,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",272,"6,875"
69,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",270,"1,792"
70,"Worcester, MA-CT Metropolitan Statistical Area",270,"2,632"
71,"Trenton-Princeton, NJ Metropolitan Statistical Area",266,"1,024"
72,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",264,"5,511"
73,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",263,"8,670"
74,"Hammond, LA Metropolitan Statistical Area",262,347
75,"Ann Arbor, MI Metropolitan Statistical Area",262,974
76,"Mobile, AL Metropolitan Statistical Area",260,"1,120"
77,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",258,"1,942"
78,"Greenville, NC Metropolitan Statistical Area",257,439
79,"Huntsville, AL Metropolitan Statistical Area",257,"1,241"
80,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",257,"4,596"
81,"Springfield, MA Metropolitan Statistical Area",256,"1,789"
82,"Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",256,"1,776"
83,"Fresno, CA Metropolitan Statistical Area",256,"2,566"
84,"York-Hanover, PA Metropolitan Statistical Area",255,"1,161"
85,"Odessa, TX Metropolitan Statistical Area",254,409
86,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",253,"1,523"
87,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",252,"7,391"
88,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",251,"1,263"
89,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",251,"5,966"
90,"Canton-Massillon, OH Metropolitan Statistical Area",250,"1,005"
91,"Spartanburg, SC Metropolitan Statistical Area",250,808
92,"Dayton-Kettering, OH Metropolitan Statistical Area",249,"2,023"
93,"San Angelo, TX Metropolitan Statistical Area",249,304
94,"Vallejo, CA Metropolitan Statistical Area",249,"1,122"
95,"Wichita Falls, TX Metropolitan Statistical Area",248,368
96,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",246,389
97,"Texarkana, TX-AR Metropolitan Statistical Area",245,363
98,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",244,"1,381"
99,"Ocala, FL Metropolitan Statistical Area",244,902
100,"Toledo, OH Metropolitan Statistical Area",243,"1,571"
101,"Rockford, IL Metropolitan Statistical Area",243,823
102,"Wooster, OH Micropolitan Statistical Area",241,282
103,"Stockton, CA Metropolitan Statistical Area",240,"1,849"
104,"Barnstable Town, MA Metropolitan Statistical Area",240,546
105,"El Paso, TX Metropolitan Statistical Area",240,"2,069"
106,"Jackson, MS Metropolitan Statistical Area",239,"1,424"
107,"Springfield, OH Metropolitan Statistical Area",239,325
108,"Tyler, TX Metropolitan Statistical Area",238,551
109,"Lima, OH Metropolitan Statistical Area",235,241
110,"Flint, MI Metropolitan Statistical Area",234,949
111,"Sebring-Avon Park, FL Metropolitan Statistical Area",233,236
112,"Gainesville, FL Metropolitan Statistical Area",233,782
113,"Champaign-Urbana, IL Metropolitan Statistical Area",232,519
114,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",232,"1,259"
115,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",230,"10,884"
116,"St. Louis, MO-IL Metropolitan Statistical Area",228,"6,410"
117,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",226,"5,078"
118,"Punta Gorda, FL Metropolitan Statistical Area",226,418
119,"College Station-Bryan, TX Metropolitan Statistical Area",224,594
120,"Athens-Clarke County, GA Metropolitan Statistical Area",223,477
121,"Pittsburgh, PA Metropolitan Statistical Area",223,"5,266"
122,"Boulder, CO Metropolitan Statistical Area",222,730
123,"Milwaukee-Waukesha, WI Metropolitan Statistical Area",221,"3,481"
124,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",220,602
125,"Brownsville-Harlingen, TX Metropolitan Statistical Area",219,923
126,"Abilene, TX Metropolitan Statistical Area",219,384
127,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",219,"1,537"
128,"Colorado Springs, CO Metropolitan Statistical Area",217,"1,624"
129,"Greensboro-High Point, NC Metropolitan Statistical Area",217,"1,672"
130,"Midland, TX Metropolitan Statistical Area",216,372
131,"Clarksville, TN-KY Metropolitan Statistical Area",216,682
132,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",215,"4,287"
133,"Brunswick, GA Metropolitan Statistical Area",213,242
134,"Fort Collins, CO Metropolitan Statistical Area",212,752
135,"Decatur, IL Metropolitan Statistical Area",211,220
136,"Kalamazoo-Portage, MI Metropolitan Statistical Area",210,549
137,"Springfield, IL Metropolitan Statistical Area",210,439
138,"Bakersfield, CA Metropolitan Statistical Area",209,"1,890"
139,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",204,"1,726"
140,"Bloomington, IL Metropolitan Statistical Area",203,348
141,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",199,"3,899"
142,"Houma-Thibodaux, LA Metropolitan Statistical Area",199,413
143,"Lancaster, PA Metropolitan Statistical Area",198,"1,090"
144,"Carbondale-Marion, IL Metropolitan Statistical Area",197,264
145,"Sherman-Denison, TX Metropolitan Statistical Area",197,264
146,"Pittsfield, MA Metropolitan Statistical Area",196,253
147,"Durham-Chapel Hill, NC Metropolitan Statistical Area",195,"1,254"
148,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",195,"4,851"
149,"Bend, OR Metropolitan Statistical Area",194,379
150,"Panama City, FL Metropolitan Statistical Area",194,352
151,"St. George, UT Metropolitan Statistical Area",194,342
152,"Greeley, CO Metropolitan Statistical Area",194,624
153,"Rocky Mount, NC Metropolitan Statistical Area",193,279
154,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",193,"1,136"
155,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",193,299
156,"Hilton Head Island-Bluffton, SC Metropolitan Statistical Area",192,412
157,"Gulfport-Biloxi, MS Metropolitan Statistical Area",191,793
158,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",191,"7,578"
159,"Reno, NV Metropolitan Statistical Area",191,922
160,"Auburn-Opelika, AL Metropolitan Statistical Area",189,326
161,"Rochester, NY Metropolitan Statistical Area",189,"2,053"
162,"Tucson, AZ Metropolitan Statistical Area",189,"1,952"
163,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",188,900
164,"Oklahoma City, OK Metropolitan Statistical Area",188,"2,653"
165,"The Villages, FL Metropolitan Statistical Area",188,239
166,"Roanoke, VA Metropolitan Statistical Area",188,590
167,"Salt Lake City, UT Metropolitan Statistical Area",187,"2,328"
168,"Kansas City, MO-KS Metropolitan Statistical Area",187,"4,062"
169,"Albany-Lebanon, OR Metropolitan Statistical Area",186,236
170,"Waco, TX Metropolitan Statistical Area",185,508
171,"Longview, TX Metropolitan Statistical Area",184,527
172,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",184,521
173,"Lansing-East Lansing, MI Metropolitan Statistical Area",184,996
174,"Goldsboro, NC Metropolitan Statistical Area",184,216
175,"Lumberton, NC Micropolitan Statistical Area",183,218
176,"Mansfield, OH Metropolitan Statistical Area",183,228
177,"Pottsville, PA Micropolitan Statistical Area",180,258
178,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",179,"1,938"
179,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",179,"1,549"
180,"Tulsa, OK Metropolitan Statistical Area",178,"1,799"
181,"Modesto, CA Metropolitan Statistical Area",177,977
182,"Lake Charles, LA Metropolitan Statistical Area",177,387
183,"Erie, PA Metropolitan Statistical Area",177,482
184,"Syracuse, NY Metropolitan Statistical Area",177,"1,170"
185,"Las Cruces, NM Metropolitan Statistical Area",176,385
186,"Homosassa Springs, FL Metropolitan Statistical Area",176,268
187,"Salem, OH Micropolitan Statistical Area",176,180
188,"Pueblo, CO Metropolitan Statistical Area",176,294
189,"Topeka, KS Metropolitan Statistical Area",175,408
190,"Kingston, NY Metropolitan Statistical Area",174,317
191,"Charlottesville, VA Metropolitan Statistical Area",173,381
192,"Peoria, IL Metropolitan Statistical Area",173,698
193,"Madison, WI Metropolitan Statistical Area",172,"1,160"
194,"Lubbock, TX Metropolitan Statistical Area",172,549
195,"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",171,400
196,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",171,"1,638"
197,"Jacksonville, NC Metropolitan Statistical Area",171,344
198,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",169,494
199,"Winston-Salem, NC Metropolitan Statistical Area",169,"1,139"
200,"Ames, IA Metropolitan Statistical Area",169,211
201,"Salisbury, MD-DE Metropolitan Statistical Area",169,700
202,"Wilmington, NC Metropolitan Statistical Area",169,481
203,"Hattiesburg, MS Metropolitan Statistical Area",167,287
204,"Eugene-Springfield, OR Metropolitan Statistical Area",167,636
205,"Lebanon, PA Metropolitan Statistical Area",167,238
206,"California-Lexington Park, MD Metropolitan Statistical Area",166,188
207,"Yuba City, CA Metropolitan Statistical Area",166,298
208,"Tupelo, MS Micropolitan Statistical Area",165,270
209,"Dothan, AL Metropolitan Statistical Area",165,248
210,"Gainesville, GA Metropolitan Statistical Area",165,333
211,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",165,738
212,"Corpus Christi, TX Metropolitan Statistical Area",165,696
213,"Lynchburg, VA Metropolitan Statistical Area",164,429
214,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",164,"6,008"
215,"Wichita, KS Metropolitan Statistical Area",164,"1,058"
216,"Grand Junction, CO Metropolitan Statistical Area",162,250
217,"Lawrence, KS Metropolitan Statistical Area",161,191
218,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",161,467
219,"Portland-South Portland, ME Metropolitan Statistical Area",160,878
220,"Medford, OR Metropolitan Statistical Area",160,355
221,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",159,921
222,"Provo-Orem, UT Metropolitan Statistical Area",159,"1,052"
223,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",159,433
224,"Anniston-Oxford, AL Metropolitan Statistical Area",158,184
225,"Ottawa, IL Micropolitan Statistical Area",158,235
226,"Salem, OR Metropolitan Statistical Area",157,676
227,"Albany-Schenectady-Troy, NY Metropolitan Statistical Area",157,"1,410"
228,"Niles, MI Metropolitan Statistical Area",157,242
229,"Decatur, AL Metropolitan Statistical Area",157,244
230,"Gadsden, AL Metropolitan Statistical Area",157,162
231,"Billings, MT Metropolitan Statistical Area",156,286
232,"Jackson, MI Metropolitan Statistical Area",156,251
233,"Burlington, NC Metropolitan Statistical Area",156,264
234,"Iowa City, IA Metropolitan Statistical Area",155,271
235,"Saginaw, MI Metropolitan Statistical Area",155,296
236,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",154,"1,788"
237,"Danville, VA Micropolitan Statistical Area",154,159
238,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",153,588
239,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",152,346
240,"Monroe, MI Metropolitan Statistical Area",152,234
241,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",152,194
242,"Chattanooga, TN-GA Metropolitan Statistical Area",151,848
243,"Lexington-Fayette, KY Metropolitan Statistical Area",151,779
244,"Ogden-Clearfield, UT Metropolitan Statistical Area",151,"1,040"
245,"Albuquerque, NM Metropolitan Statistical Area",151,"1,382"
246,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",151,"1,934"
247,"Hanford-Corcoran, CA Metropolitan Statistical Area",151,229
248,"Cedar Rapids, IA Metropolitan Statistical Area",151,414
249,"Chico, CA Metropolitan Statistical Area",151,328
250,"Visalia, CA Metropolitan Statistical Area",150,707
251,"Boise City, ID Metropolitan Statistical Area",149,"1,120"
252,"Kalispell, MT Micropolitan Statistical Area",149,154
253,"Alexandria, LA Metropolitan Statistical Area",149,227
254,"Napa, CA Metropolitan Statistical Area",148,206
255,"Fargo, ND-MN Metropolitan Statistical Area",148,368
256,"Madera, CA Metropolitan Statistical Area",148,231
257,"Merced, CA Metropolitan Statistical Area",147,410
258,"Winchester, VA-WV Metropolitan Statistical Area",147,208
259,"Manchester-Nashua, NH Metropolitan Statistical Area",146,616
260,"Lawton, OK Metropolitan Statistical Area",146,186
261,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",145,182
262,"Bellingham, WA Metropolitan Statistical Area",145,326
263,"Cheyenne, WY Metropolitan Statistical Area",145,145
264,"Knoxville, TN Metropolitan Statistical Area",145,"1,266"
265,"Fort Wayne, IN Metropolitan Statistical Area",144,600
266,"Traverse City, MI Micropolitan Statistical Area",144,219
267,"Rochester, MN Metropolitan Statistical Area",144,322
268,"Jonesboro, AR Metropolitan Statistical Area",143,190
269,"Asheville, NC Metropolitan Statistical Area",142,659
270,"Missoula, MT Metropolitan Statistical Area",141,166
271,"Michigan City-La Porte, IN Metropolitan Statistical Area",141,158
272,"Battle Creek, MI Metropolitan Statistical Area",141,189
273,"Laredo, TX Metropolitan Statistical Area",140,375
274,"Ithaca, NY Metropolitan Statistical Area",140,148
275,"Lincoln, NE Metropolitan Statistical Area",140,473
276,"Racine, WI Metropolitan Statistical Area",139,274
277,"Anchorage, AK Metropolitan Statistical Area",138,552
278,"Yuma, AZ Metropolitan Statistical Area",137,278
279,"Idaho Falls, ID Metropolitan Statistical Area",137,212
280,"State College, PA Metropolitan Statistical Area",137,217
281,"Morgantown, WV Metropolitan Statistical Area",136,191
282,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",136,441
283,"Bozeman, MT Micropolitan Statistical Area",136,159
284,"Muskegon, MI Metropolitan Statistical Area",136,239
285,"Altoona, PA Metropolitan Statistical Area",136,167
286,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",135,286
287,"Flagstaff, AZ Metropolitan Statistical Area",135,196
288,"Staunton, VA Metropolitan Statistical Area",135,168
289,"Concord, NH Micropolitan Statistical Area",135,206
290,"Amarillo, TX Metropolitan Statistical Area",135,361
291,"Evansville, IN-KY Metropolitan Statistical Area",135,422
292,"Kennewick-Richland, WA Metropolitan Statistical Area",134,403
293,"Williamsport, PA Metropolitan Statistical Area",134,153
294,"Jackson, TN Metropolitan Statistical Area",132,237
295,"El Centro, CA Metropolitan Statistical Area",132,237
296,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",130,642
297,"Manhattan, KS Metropolitan Statistical Area",130,174
298,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",129,213
299,"Salinas, CA Metropolitan Statistical Area",127,559
300,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",127,214
301,"Lewiston-Auburn, ME Metropolitan Statistical Area",126,139
302,"Harrisonburg, VA Metropolitan Statistical Area",126,170
303,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",126,342
304,"Johnstown, PA Metropolitan Statistical Area",125,168
305,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",124,146
306,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",124,351
307,"Janesville-Beloit, WI Metropolitan Statistical Area",124,202
308,"Wenatchee, WA Metropolitan Statistical Area",123,149
309,"Urban Honolulu, HI Metropolitan Statistical Area",123,"1,246"
310,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",123,660
311,"Columbia, MO Metropolitan Statistical Area",123,257
312,"Coeur d'Alene, ID Metropolitan Statistical Area",122,205
313,"Santa Fe, NM Metropolitan Statistical Area",122,187
314,"Grand Forks, ND-MN Metropolitan Statistical Area",122,127
315,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",121,271
316,"Show Low, AZ Micropolitan Statistical Area",121,129
317,"Sioux Falls, SD Metropolitan Statistical Area",120,328
318,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area",120,200
319,"Logan, UT-ID Metropolitan Statistical Area",120,175
320,"Watertown-Fort Drum, NY Metropolitan Statistical Area",120,141
321,"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",119,185
322,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",119,152
323,"Binghamton, NY Metropolitan Statistical Area",118,292
324,"Charleston, WV Metropolitan Statistical Area",118,307
325,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",118,182
326,"Burlington-South Burlington, VT Metropolitan Statistical Area",118,264
327,"Truckee-Grass Valley, CA Micropolitan Statistical Area",118,120
328,"Sheboygan, WI Metropolitan Statistical Area",117,138
329,"Eureka-Arcata, CA Micropolitan Statistical Area",117,160
330,"Springfield, MO Metropolitan Statistical Area",116,550
331,"Cleveland, TN Metropolitan Statistical Area",116,146
332,"Bloomington, IN Metropolitan Statistical Area",116,188
333,"Duluth, MN-WI Metropolitan Statistical Area",115,336
334,"Oshkosh-Neenah, WI Metropolitan Statistical Area",115,197
335,"Hilo, HI Micropolitan Statistical Area",114,228
336,"Wheeling, WV-OH Metropolitan Statistical Area",113,159
337,"Redding, CA Metropolitan Statistical Area",113,205
338,"Lebanon, NH-VT Micropolitan Statistical Area",113,249
339,"London, KY Micropolitan Statistical Area",112,167
340,"St. Joseph, MO-KS Metropolitan Statistical Area",112,137
341,"New Bern, NC Metropolitan Statistical Area",111,137
342,"Owensboro, KY Metropolitan Statistical Area",111,134
343,"Bowling Green, KY Metropolitan Statistical Area",111,198
344,"Gettysburg, PA Metropolitan Statistical Area",111,115
345,"Utica-Rome, NY Metropolitan Statistical Area",110,323
346,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",110,400
347,"Bay City, MI Metropolitan Statistical Area",109,113
348,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",109,163
349,"Johnson City, TN Metropolitan Statistical Area",108,223
350,"Augusta-Waterville, ME Micropolitan Statistical Area",108,133
351,"Rapid City, SD Metropolitan Statistical Area",108,149
352,"Bismarck, ND Metropolitan Statistical Area",107,142
353,"Fond du Lac, WI Metropolitan Statistical Area",107,111
354,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",106,384
355,"Tullahoma-Manchester, TN Micropolitan Statistical Area",105,112
356,"Jefferson City, MO Metropolitan Statistical Area",104,157
357,"Roseburg, OR Micropolitan Statistical Area",104,115
358,"Yakima, WA Metropolitan Statistical Area",104,265
359,"Beckley, WV Metropolitan Statistical Area",103,120
360,"Appleton, WI Metropolitan Statistical Area",103,250
361,"Elkhart-Goshen, IN Metropolitan Statistical Area",103,213
362,"Bangor, ME Metropolitan Statistical Area",103,157
363,"St. Cloud, MN Metropolitan Statistical Area",103,204
364,"Longview, WA Metropolitan Statistical Area",101,111
365,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",101,311
366,"Dalton, GA Metropolitan Statistical Area",101,144
367,"Morristown, TN Metropolitan Statistical Area",100,142
368,"Muncie, IN Metropolitan Statistical Area",100,112
369,"Holland, MI Micropolitan Statistical Area",99,118
370,"Sioux City, IA-NE-SD Metropolitan Statistical Area",98,145
371,"Glens Falls, NY Metropolitan Statistical Area",97,124
372,"Joplin, MO Metropolitan Statistical Area",97,176
373,"Ogdensburg-Massena, NY Micropolitan Statistical Area",96,105
374,"Green Bay, WI Metropolitan Statistical Area",96,313
375,"Richmond-Berea, KY Micropolitan Statistical Area",93,99
376,"Whitewater, WI Micropolitan Statistical Area",92,97
377,"Bluefield, WV-VA Micropolitan Statistical Area",91,97
378,"Fort Smith, AR-OK Metropolitan Statistical Area",91,222
379,"Farmington, NM Metropolitan Statistical Area",89,110
380,"Twin Falls, ID Metropolitan Statistical Area",89,101
381,"Mankato, MN Metropolitan Statistical Area",88,91
382,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",88,123
383,"Terre Haute, IN Metropolitan Statistical Area",88,163
384,"Wausau-Weston, WI Metropolitan Statistical Area",86,143
385,"Cookeville, TN Micropolitan Statistical Area",85,96
386,"Eau Claire, WI Metropolitan Statistical Area",85,145
387,"Ponce, PR Metropolitan Statistical Area",66,150
388,"San Juan-Bayamón-Caguas, PR Metropolitan Statistical Area",55,"1,145"
389,"Aguadilla-Isabela, PR Metropolitan Statistical Area",41,128
390,"Arecibo, PR Metropolitan Statistical Area",35,64
391,"San Germán, PR Metropolitan Statistical Area",23,29
,,,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2021 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",,,
,,,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",,,
