Detailed Report Categories over Three Years,,,,
,,,,
Year,Category,SubCategory,# of Reports,Percentage
2022,Auto Related,Auto Financing,"12,247",0.23%
2022,Auto Related,Auto Parts & Repairs,"32,982",0.62%
2022,Auto Related,Auto Renting & Leasing,"20,370",0.38%
2022,Auto Related,Auto Service & Warranties,"13,159",0.25%
2022,Auto Related,Gasoline,"1,104",0.02%
2022,Auto Related,New Auto Sales,"46,540",0.88%
2022,Auto Related,Used Auto Sales,"52,470",0.99%
2022,Banks and Lenders,Auto Title Lending,"1,172",0.02%
2022,Banks and Lenders,Bank & Credit Union Lending,949,0.02%
2022,Banks and Lenders,"Banks, Credit Unions & S&Ls","92,370",1.74%
2022,Banks and Lenders,Finance Company Lending,"13,406",0.25%
2022,Banks and Lenders,Misc. Institution Lending,"15,907",0.30%
2022,Banks and Lenders,Mortgage Lending,"40,159",0.76%
2022,Banks and Lenders,Payday Loans,"7,666",0.14%
2022,Banks and Lenders,Student Loans,"91,063",1.72%
2022,Business and Job Opportunities,Business & Work-at-Home Opportunities,"14,925",0.28%
2022,Business and Job Opportunities,Franchises & Distributorships*,"2,694",0.05%
2022,Business and Job Opportunities,Invention Promotion,408,0.01%
2022,Business and Job Opportunities,Job Scams & Employment Agencies,"71,384",1.35%
2022,Business and Job Opportunities,Pyramids & Multi-Level Marketing,"8,719",0.16%
2022,Charitable Solicitations,Charitable Solicitations,"10,219",0.19%
2022,Computer Equipment and Software,Computer Equipment & Software,"22,323",0.42%
2022,"Credit Bureaus, Information Furnishers and Report Users",Credit Bureaus,"548,211",10.34%
2022,"Credit Bureaus, Information Furnishers and Report Users",Credit Information Furnishers,"41,375",0.78%
2022,"Credit Bureaus, Information Furnishers and Report Users",Credit Report Users,"1,615",0.03%
2022,Credit Cards and Loss Protection‡,Credit Cards and Loss Protection‡,"89,757",1.69%
2022,Debt Collection,Creditor Debt Collection,"35,459",0.67%
2022,Debt Collection,Third Party Debt Collection,"77,451",1.46%
2022,Education,Colleges & Universities,"18,558",0.35%
2022,Education,Trade & Vocational Schools,"2,396",0.05%
2022,Foreign Money Offers and Fake Check Scams,Fake Check Scams,"38,452",0.73%
2022,Foreign Money Offers and Fake Check Scams,Foreign Money & Inheritance Scams,"2,890",0.05%
2022,Funeral Services,Funeral Services,"1,601",0.03%
2022,Grants,Non-Educational Grants,"2,265",0.04%
2022,Grants,Scholarships & Educational Grants,300,0.01%
2022,Health Care,"Diet Products, Plans & Centers","22,155",0.42%
2022,Health Care,Eye Care*,"6,136",0.12%
2022,Health Care,Health Care Billing*,"1,832",0.03%
2022,Health Care,Medical Insurance & Discount Plans,"7,986",0.15%
2022,Health Care,Medical Treatments & Cures,"45,997",0.87%
2022,Health Care,Misc. Medical*,"25,488",0.48%
2022,"Home Repair, Improvement and Products",Home Appliances and Connected Devices‡,"5,128",0.10%
2022,"Home Repair, Improvement and Products",Home Furnishings,"10,696",0.20%
2022,"Home Repair, Improvement and Products",Home Protection Devices,"1,551",0.03%
2022,"Home Repair, Improvement and Products",Home Repair,"10,562",0.20%
2022,"Home Repair, Improvement and Products",Home Warranties,"28,599",0.54%
2022,"Home Repair, Improvement and Products",Housing,"37,830",0.71%
2022,Identity Theft,Identity Theft,"1,107,055",20.89%
2022,Imposter Scams,Business Imposters,"399,810",7.54%
2022,Imposter Scams,Family & Friend Imposters,"37,371",0.71%
2022,Imposter Scams,Government Imposters§,"197,573",3.73%
2022,Imposter Scams,Romance Scams,"69,583",1.31%
2022,Imposter Scams,Tech Support Scams,"89,590",1.69%
2022,Internet Services,Broadband Internet Access*,"5,233",0.10%
2022,Internet Services,Broadband Internet Cost*,"8,325",0.16%
2022,Internet Services,Broadband Internet Speed*,"1,536",0.03%
2022,Internet Services,Gaming & Virtual Reality*,"8,239",0.16%
2022,Internet Services,Online Payment Services,"68,513",1.29%
2022,Internet Services,Social Networking Services,"10,955",0.21%
2022,Internet Services,Website Content,"31,389",0.59%
2022,Internet Services,Website Design & Promotion,"3,925",0.07%
2022,Investment Related,Miscellaneous Investments & Investment Advice‡,"104,965",1.98%
2022,Investment Related,Stocks & Commodity Futures Trading,"2,766",0.05%
2022,Magazines and Books,Books & Magazines,"6,744",0.13%
2022,Miscellaneous Reports,Business Equipment & Facilities Leasing,440,0.01%
2022,Miscellaneous Reports,Children's Products,"1,758",0.03%
2022,Miscellaneous Reports,Food,"4,959",0.09%
2022,Miscellaneous Reports,"Garments, Wool, Leather Goods & Textiles","1,063",0.02%
2022,Miscellaneous Reports,Immigration Services,477,0.01%
2022,Miscellaneous Reports,Insurance (excl. Medical),"8,725",0.16%
2022,Miscellaneous Reports,Jewelry & Watches,"5,936",0.11%
2022,Miscellaneous Reports,Personal Care Products,"4,286",0.08%
2022,Miscellaneous Reports,Property & Inheritance Tracers,"1,479",0.03%
2022,Miscellaneous Reports,Real Estate,"23,516",0.44%
2022,Miscellaneous Reports,Tobacco Products,"1,246",0.02%
2022,Miscellaneous Reports,Utilities,"6,031",0.11%
2022,Mortgage Foreclosure Relief and Debt Management,Credit & Debt Counseling,"23,753",0.45%
2022,Mortgage Foreclosure Relief and Debt Management,Mortgage Modification & Foreclosure Relief,890,0.02%
2022,Office Supplies and Services,Office Directory Listings & Ad Space,"2,316",0.04%
2022,Office Supplies and Services,Office Supplies & Services,"2,129",0.04%
2022,Online Shopping and Negative Reviews,Negative Online Reviews*,614,0.01%
2022,Online Shopping and Negative Reviews,Online Shopping,"364,264",6.87%
2022,"Privacy, Data Security, and Cyber Threats",Malware & Computer Exploits†,"51,724",0.98%
2022,"Privacy, Data Security, and Cyber Threats",Privacy & Data Security,"19,254",0.36%
2022,"Prizes, Sweepstakes and Lotteries","Prizes, Sweepstakes & Lotteries","148,565",2.80%
2022,Tax Preparers,Tax Preparers,"8,729",0.16%
2022,Telephone and Mobile Services,Phone Billing‡,"18,295",0.35%
2022,Telephone and Mobile Services,"Phone Devices, Accessories & Services§","89,563",1.69%
2022,Telephone and Mobile Services,Prepaid Phone Cards,"1,712",0.03%
2022,Television and Electronic Media,Cable & Satellite TV,"34,961",0.66%
2022,Television and Electronic Media,Streaming & Digital Media,"2,337",0.04%
2022,Television and Electronic Media,TV Programming & Ads,"1,274",0.02%
2022,"Travel, Vacations and Timeshare Plans",Timeshare Resales,"2,659",0.05%
2022,"Travel, Vacations and Timeshare Plans",Timeshare Sales,"10,933",0.21%
2022,"Travel, Vacations and Timeshare Plans",Vacation & Travel,"55,380",1.04%
2022,Unspecified Reports,Other Misc.,"447,750",8.45%
2022,Unspecified Reports,Unsolicited Email,"175,543",3.31%
2022,Unspecified Reports,Unsolicited Text Messages,"235,723",4.45%
2022,Unspecified Reports,Unwanted Telemarketing Calls,"107,687",2.03%
2023,Advance Payments for Credit Services,Advance-Fee Credit,"25,944",0.48%
2023,Advance Payments for Credit Services,Credit Repair,"3,934",0.07%
2023,Auto Related,Auto Financing,"18,286",0.34%
2023,Auto Related,Auto Parts & Repairs,"34,055",0.63%
2023,Auto Related,Auto Renting & Leasing,"17,647",0.33%
2023,Auto Related,Auto Service & Warranties,"14,087",0.26%
2023,Auto Related,Gasoline,866,0.02%
2023,Auto Related,New Auto Sales,"46,126",0.86%
2023,Auto Related,Used Auto Sales,"49,600",0.92%
2023,Banks and Lenders,Auto Title Lending,"1,100",0.02%
2023,Banks and Lenders,Bank & Credit Union Lending,"1,014",0.02%
2023,Banks and Lenders,"Banks, Credit Unions & S&Ls","104,223",1.93%
2023,Banks and Lenders,Finance Company Lending,"10,801",0.20%
2023,Banks and Lenders,Misc. Institution Lending,"15,707",0.29%
2023,Banks and Lenders,Mortgage Lending,"35,250",0.65%
2023,Banks and Lenders,Payday Loans,"8,960",0.17%
2023,Banks and Lenders,Student Loans,"53,451",0.99%
2023,Business and Job Opportunities,Business & Work-at-Home Opportunities,"15,798",0.29%
2023,Business and Job Opportunities,Franchises & Distributorships*,"3,232",0.06%
2023,Business and Job Opportunities,Invention Promotion,346,0.01%
2023,Business and Job Opportunities,Job Scams & Employment Agencies,"84,359",1.56%
2023,Business and Job Opportunities,Pyramids & Multi-Level Marketing,"6,769",0.13%
2023,Charitable Solicitations,Charitable Solicitations,"9,809",0.18%
2023,Computer Equipment and Software,Computer Equipment & Software,"21,245",0.39%
2023,"Credit Bureaus, Information Furnishers and Report Users",Credit Bureaus,"658,090",12.20%
2023,"Credit Bureaus, Information Furnishers and Report Users",Credit Information Furnishers,"52,690",0.98%
2023,"Credit Bureaus, Information Furnishers and Report Users",Credit Report Users,"1,325",0.02%
2023,Credit Cards and Loss Protection‡,Credit Cards and Loss Protection‡,"101,427",1.88%
2023,Debt Collection,Creditor Debt Collection,"29,129",0.54%
2023,Debt Collection,Third Party Debt Collection,"95,468",1.77%
2023,Education,Colleges & Universities,"13,100",0.24%
2023,Education,Trade & Vocational Schools,"2,546",0.05%
2023,Foreign Money Offers and Fake Check Scams,Fake Check Scams,"29,143",0.54%
2023,Foreign Money Offers and Fake Check Scams,Foreign Money & Inheritance Scams,"3,033",0.06%
2023,Funeral Services,Funeral Services,"1,357",0.03%
2023,Grants,Non-Educational Grants,"2,135",0.04%
2023,Grants,Scholarships & Educational Grants,207,0.00%
2023,Health Care,"Diet Products, Plans & Centers","17,833",0.33%
2023,Health Care,Eye Care*,"5,801",0.11%
2023,Health Care,Health Care Billing*,"1,845",0.03%
2023,Health Care,Medical Insurance & Discount Plans,"8,621",0.16%
2023,Health Care,Medical Treatments & Cures,"45,117",0.84%
2023,Health Care,Misc. Medical*,"30,847",0.57%
2023,"Home Repair, Improvement and Products",Home Appliances and Connected Devices‡,"6,324",0.12%
2023,"Home Repair, Improvement and Products",Home Furnishings,"6,831",0.13%
2023,"Home Repair, Improvement and Products",Home Protection Devices,"2,408",0.04%
2023,"Home Repair, Improvement and Products",Home Repair,"11,929",0.22%
2023,"Home Repair, Improvement and Products",Home Warranties,"22,154",0.41%
2023,"Home Repair, Improvement and Products",Housing,"33,148",0.61%
2023,Identity Theft,Identity Theft,"1,036,903",19.23%
2023,Imposter Scams,Business Imposters,"474,731",8.80%
2023,Imposter Scams,Family & Friend Imposters,"33,479",0.62%
2023,Imposter Scams,Government Imposters§,"228,282",4.23%
2023,Imposter Scams,Romance Scams,"64,003",1.19%
2023,Imposter Scams,Tech Support Scams,"91,196",1.69%
2023,Internet Services,Broadband Internet Access*,"5,874",0.11%
2023,Internet Services,Broadband Internet Cost*,"11,279",0.21%
2023,Internet Services,Broadband Internet Speed*,"1,715",0.03%
2023,Internet Services,Gaming & Virtual Reality*,"10,120",0.19%
2023,Internet Services,Online Payment Services,"57,346",1.06%
2023,Internet Services,Social Networking Services,"10,432",0.19%
2023,Internet Services,Website Content,"26,866",0.50%
2023,Internet Services,Website Design & Promotion,"4,103",0.08%
2023,Investment Related,Miscellaneous Investments & Investment Advice‡,"105,293",1.95%
2023,Investment Related,Stocks & Commodity Futures Trading,"2,421",0.04%
2023,Magazines and Books,Books & Magazines,"5,340",0.10%
2023,Miscellaneous Reports,Business Equipment & Facilities Leasing,586,0.01%
2023,Miscellaneous Reports,Children's Products,"1,729",0.03%
2023,Miscellaneous Reports,Food,"15,309",0.28%
2023,Miscellaneous Reports,"Garments, Wool, Leather Goods & Textiles","1,061",0.02%
2023,Miscellaneous Reports,Immigration Services,577,0.01%
2023,Miscellaneous Reports,Insurance (excl. Medical),"11,680",0.22%
2023,Miscellaneous Reports,Jewelry & Watches,"5,141",0.10%
2023,Miscellaneous Reports,Personal Care Products,"7,449",0.14%
2023,Miscellaneous Reports,Property & Inheritance Tracers,"3,899",0.07%
2023,Miscellaneous Reports,Real Estate,"18,849",0.35%
2023,Miscellaneous Reports,Tobacco Products,853,0.02%
2023,Miscellaneous Reports,Utilities,"6,449",0.12%
2023,Mortgage Foreclosure Relief and Debt Management,Credit & Debt Counseling,"25,286",0.47%
2023,Mortgage Foreclosure Relief and Debt Management,Mortgage Modification & Foreclosure Relief,893,0.02%
2023,Office Supplies and Services,Office Directory Listings & Ad Space,"1,600",0.03%
2023,Office Supplies and Services,Office Supplies & Services,"2,209",0.04%
2023,Online Shopping and Negative Reviews,Negative Online Reviews*,"1,109",0.02%
2023,Online Shopping and Negative Reviews,Online Shopping,"368,379",6.83%
2023,"Privacy, Data Security, and Cyber Threats",Malware & Computer Exploits†,"60,939",1.13%
2023,"Privacy, Data Security, and Cyber Threats",Privacy & Data Security,"16,803",0.31%
2023,"Prizes, Sweepstakes and Lotteries","Prizes, Sweepstakes & Lotteries","157,520",2.92%
2023,Tax Preparers,Tax Preparers,"5,949",0.11%
2023,Telephone and Mobile Services,Phone Billing‡,"17,144",0.32%
2023,Telephone and Mobile Services,"Phone Devices, Accessories & Services§","76,317",1.42%
2023,Telephone and Mobile Services,Prepaid Phone Cards,"1,653",0.03%
2023,Television and Electronic Media,Cable & Satellite TV,"35,881",0.67%
2023,Television and Electronic Media,Streaming & Digital Media,"2,219",0.04%
2023,Television and Electronic Media,TV Programming & Ads,"1,636",0.03%
2023,"Travel, Vacations and Timeshare Plans",Timeshare Resales,"1,785",0.03%
2023,"Travel, Vacations and Timeshare Plans",Timeshare Sales,"7,993",0.15%
2023,"Travel, Vacations and Timeshare Plans",Vacation & Travel,"45,370",0.84%
2023,Unspecified Reports,Other Misc.,"476,645",8.84%
2023,Unspecified Reports,Unsolicited Email,"198,676",3.68%
2023,Unspecified Reports,Unsolicited Text Messages,"129,271",2.40%
2023,Unspecified Reports,Unwanted Telemarketing Calls,"128,675",2.39%
,,,,
,,,,
"Percentages are based on the total number of Sentinel reports in 2021 (6,122,341), 2022 (5,300,157), and 2023 (5,392,028). Consumers can report more than one category or subcategory.",,,,
* These subcategories are counted as Other report types even though the broader category assigned is Fraud.,,,,
† This subcategory is counted as Fraud even though the broader category assigned is Other.,,,,
‡ Reports about credit card loss protection were merged into this subcategory in May 2023. The subcategory and category were renamed at the same time. [Credit Cards and Loss Protection],,,,
‡ Reports about smart home applicances were merged into this subcategory in May 2023. The subcategory was renamed at the same time. [Home Appliances and Connected Devices],,,,
§ Reports about refund scams were merged into this subcategory in May 2023. [Government Imposters],,,,
"‡ Reports about investment seminars and advice; and art, gems, and rare coin investments were merged into this subcategory in May 2023. The subcategory was renamed at the same time. [Miscellaneous Investments & Investment Advice]",,,,
‡ Reports about phone carrier switching were merged into this subcategory in May 2023. [Phone Billing],,,,
"§ Reports about smartwatches were merged into this subcategory in May 2023. [Phone Devices, Accessories & Services]",,,,
,,,,
"Source: Consumer Sentinel Network Data Book 2023, Federal Trade Commission",,,,
