Metropolitan Areas: Identity Theft Reports,,,
,,,
Rank,Metropolitan Area,Reports per 100K Population,# of Reports
83,"Houma-Thibodaux, LA Metropolitan Statistical Area",382,794
84,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",380,"1,442"
85,"California-Lexington Park, MD Metropolitan Statistical Area",377,428
86,"Port St. Lucie, FL Metropolitan Statistical Area",373,"1,826"
87,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",372,"11,880"
88,"Lake Charles, LA Metropolitan Statistical Area",372,782
89,"Austin-Round Rock-Georgetown, TX Metropolitan Statistical Area",371,"8,268"
90,"Glens Falls, NY Metropolitan Statistical Area",371,464
91,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",368,"2,216"
92,"Watertown-Fort Drum, NY Metropolitan Statistical Area",367,403
93,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",365,"22,897"
94,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",358,"2,656"
95,"Tucson, AZ Metropolitan Statistical Area",356,"3,729"
96,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",352,447
97,"Huntsville, AL Metropolitan Statistical Area",349,"1,649"
98,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",347,"16,145"
99,"Greensboro-High Point, NC Metropolitan Statistical Area",346,"2,668"
100,"Greenville, NC Metropolitan Statistical Area",345,624
101,"Trenton-Princeton, NJ Metropolitan Statistical Area",340,"1,249"
102,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",336,"2,839"
103,"Toledo, OH Metropolitan Statistical Area",336,"2,156"
104,"Rocky Mount, NC Metropolitan Statistical Area",332,484
105,"Tyler, TX Metropolitan Statistical Area",332,772
106,"Bakersfield, CA Metropolitan Statistical Area",323,"2,908"
107,"Ogdensburg-Massena, NY Micropolitan Statistical Area",320,345
108,"Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",320,"5,660"
109,"Jackson, MS Metropolitan Statistical Area",319,"1,896"
110,"Clarksville, TN-KY Metropolitan Statistical Area",318,980
111,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",318,"4,017"
112,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",316,"1,927"
113,"Springfield, OH Metropolitan Statistical Area",312,419
114,"Odessa, TX Metropolitan Statistical Area",312,519
115,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",312,"1,673"
116,"Vallejo, CA Metropolitan Statistical Area",312,"1,396"
117,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",311,"6,901"
118,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",310,"2,073"
119,"Brownsville-Harlingen, TX Metropolitan Statistical Area",310,"1,310"
120,"Reading, PA Metropolitan Statistical Area",309,"1,302"
121,"Gadsden, AL Metropolitan Statistical Area",309,316
122,"Naples-Marco Island, FL Metropolitan Statistical Area",308,"1,187"
123,"Raleigh-Cary, NC Metropolitan Statistical Area",307,"4,267"
124,"Fresno, CA Metropolitan Statistical Area",304,"3,042"
125,"Charleston-North Charleston, SC Metropolitan Statistical Area",304,"2,442"
126,"Salisbury, MD-DE Metropolitan Statistical Area",304,"1,262"
127,"Ocala, FL Metropolitan Statistical Area",303,"1,108"
128,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",301,673
129,"Auburn-Opelika, AL Metropolitan Statistical Area",301,495
130,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",300,"7,649"
131,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",297,"1,714"
132,"Richmond, VA Metropolitan Statistical Area",296,"3,819"
133,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",293,"1,472"
134,"Monroe, LA Metropolitan Statistical Area",293,586
135,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",291,"1,614"
136,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",290,"2,237"
137,"Valdosta, GA Metropolitan Statistical Area",290,427
138,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",289,"12,505"
139,"Anniston-Oxford, AL Metropolitan Statistical Area",289,328
140,"Tupelo, MS Micropolitan Statistical Area",288,479
141,"Milwaukee-Waukesha, WI Metropolitan Statistical Area",288,"4,529"
142,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",287,459
143,"Texarkana, TX-AR Metropolitan Statistical Area",286,425
144,"Lebanon, PA Metropolitan Statistical Area",286,405
145,"Hilton Head Island-Bluffton, SC Metropolitan Statistical Area",285,634
146,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",284,"2,470"
147,"Wooster, OH Micropolitan Statistical Area",283,328
148,"Prescott Valley-Prescott, AZ Metropolitan Statistical Area",282,663
149,"Sierra Vista-Douglas, AZ Metropolitan Statistical Area",280,352
150,"Stockton, CA Metropolitan Statistical Area",277,"2,114"
151,"Corpus Christi, TX Metropolitan Statistical Area",274,"1,176"
152,"Albuquerque, NM Metropolitan Statistical Area",274,"2,513"
153,"College Station-Bryan, TX Metropolitan Statistical Area",273,724
154,"Wichita Falls, TX Metropolitan Statistical Area",273,413
155,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",271,575
156,"Lexington-Fayette, KY Metropolitan Statistical Area",268,"1,386"
157,"Flagstaff, AZ Metropolitan Statistical Area",268,384
158,"Gainesville, FL Metropolitan Statistical Area",264,869
159,"Sacramento-Roseville-Folsom, CA Metropolitan Statistical Area",264,"6,231"
160,"Lima, OH Metropolitan Statistical Area",261,267
161,"Durham-Chapel Hill, NC Metropolitan Statistical Area",258,"1,665"
162,"Mansfield, OH Metropolitan Statistical Area",258,313
163,"El Paso, TX Metropolitan Statistical Area",258,"2,174"
164,"San Diego-Chula Vista-Carlsbad, CA Metropolitan Statistical Area",256,"8,561"
165,"Salem, OH Micropolitan Statistical Area",255,260
166,"Longview, TX Metropolitan Statistical Area",255,730
167,"Midland, TX Metropolitan Statistical Area",254,463
168,"Morgantown, WV Metropolitan Statistical Area",253,352
169,"Atlantic City-Hammonton, NJ Metropolitan Statistical Area",252,665
170,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",252,377
171,"Athens-Clarke County, GA Metropolitan Statistical Area",252,538
172,"York-Hanover, PA Metropolitan Statistical Area",249,"1,117"
173,"Madison, WI Metropolitan Statistical Area",248,"1,650"
174,"Greenville-Anderson, SC Metropolitan Statistical Area",248,"2,279"
175,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",247,"2,069"
176,"Flint, MI Metropolitan Statistical Area",247,"1,002"
177,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",246,"12,006"
178,"Spartanburg, SC Metropolitan Statistical Area",243,778
179,"Gulfport-Biloxi, MS Metropolitan Statistical Area",241,"1,008"
180,"Hattiesburg, MS Metropolitan Statistical Area",241,407
181,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",240,"4,974"
182,"Panama City, FL Metropolitan Statistical Area",239,418
183,"Lubbock, TX Metropolitan Statistical Area",238,768
184,"Lancaster, PA Metropolitan Statistical Area",237,"1,296"
185,"Santa Fe, NM Metropolitan Statistical Area",237,356
186,"Ann Arbor, MI Metropolitan Statistical Area",237,870
187,"Lumberton, NC Micropolitan Statistical Area",233,304
188,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",233,"11,007"
189,"Bowling Green, KY Metropolitan Statistical Area",231,414
190,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",231,"4,466"
191,"Waco, TX Metropolitan Statistical Area",230,631
192,"Pottsville, PA Micropolitan Statistical Area",229,324
193,"Brunswick, GA Metropolitan Statistical Area",229,272
194,"Salt Lake City, UT Metropolitan Statistical Area",229,"2,822"
195,"Burlington, NC Metropolitan Statistical Area",228,386
196,"Bellingham, WA Metropolitan Statistical Area",227,521
197,"Urban Honolulu, HI Metropolitan Statistical Area",225,"2,194"
198,"Las Cruces, NM Metropolitan Statistical Area",224,489
199,"Winston-Salem, NC Metropolitan Statistical Area",223,"1,510"
200,"Dothan, AL Metropolitan Statistical Area",222,332
201,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",222,639
202,"Lawton, OK Metropolitan Statistical Area",221,279
203,"Owensboro, KY Metropolitan Statistical Area",219,261
204,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",218,"2,055"
205,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",215,"4,271"
206,"Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area",214,"5,344"
207,"Yuba City, CA Metropolitan Statistical Area",212,373
208,"Erie, PA Metropolitan Statistical Area",211,568
209,"Rochester, MN Metropolitan Statistical Area",210,466
210,"Oklahoma City, OK Metropolitan Statistical Area",208,"2,928"
211,"Lewiston-Auburn, ME Metropolitan Statistical Area",208,225
212,"Goldsboro, NC Metropolitan Statistical Area",207,255
213,"Homosassa Springs, FL Metropolitan Statistical Area",206,309
214,"Richmond-Berea, KY Micropolitan Statistical Area",206,221
215,"Kalamazoo-Portage, MI Metropolitan Statistical Area",206,546
216,"Modesto, CA Metropolitan Statistical Area",205,"1,131"
217,"Punta Gorda, FL Metropolitan Statistical Area",205,388
218,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metropolitan Statistical Area",204,"1,016"
219,"Portland-South Portland, ME Metropolitan Statistical Area",204,"1,101"
220,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",204,"1,725"
221,"Decatur, AL Metropolitan Statistical Area",203,310
222,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",203,312
223,"Amarillo, TX Metropolitan Statistical Area",201,532
224,"Charleston, WV Metropolitan Statistical Area",200,514
225,"Gainesville, GA Metropolitan Statistical Area",198,404
226,"Hilo, HI Micropolitan Statistical Area",198,398
227,"Tulsa, OK Metropolitan Statistical Area",197,"1,967"
228,"Napa, CA Metropolitan Statistical Area",195,269
229,"Abilene, TX Metropolitan Statistical Area",195,335
230,"Fort Wayne, IN Metropolitan Statistical Area",194,802
231,"Chattanooga, TN-GA Metropolitan Statistical Area",194,"1,096"
232,"The Villages, FL Metropolitan Statistical Area",193,256
233,"Sherman-Denison, TX Metropolitan Statistical Area",193,263
234,"Racine, WI Metropolitan Statistical Area",193,379
235,"Show Low, AZ Micropolitan Statistical Area",193,214
236,"Worcester, MA-CT Metropolitan Statistical Area",193,"1,825"
237,"Williamsport, PA Metropolitan Statistical Area",192,218
238,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",192,"6,991"
239,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",191,222
240,"Jackson, TN Metropolitan Statistical Area",190,340
241,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",190,"7,568"
242,"Sebring-Avon Park, FL Metropolitan Statistical Area",189,201
243,"New Haven-Milford, CT Metropolitan Statistical Area",188,"1,604"
244,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",187,534
245,"Boise City, ID Metropolitan Statistical Area",187,"1,402"
246,"Manchester-Nashua, NH Metropolitan Statistical Area",187,780
247,"Yuma, AZ Metropolitan Statistical Area",186,397
248,"Provo-Orem, UT Metropolitan Statistical Area",185,"1,199"
249,"Altoona, PA Metropolitan Statistical Area",185,225
250,"St. George, UT Metropolitan Statistical Area",184,326
251,"Johnstown, PA Metropolitan Statistical Area",180,234
252,"Whitewater, WI Micropolitan Statistical Area",179,186
253,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",179,637
254,"Hanford-Corcoran, CA Metropolitan Statistical Area",179,273
255,"Fond du Lac, WI Metropolitan Statistical Area",178,184
256,"Jacksonville, NC Metropolitan Statistical Area",176,349
257,"Barnstable Town, MA Metropolitan Statistical Area",176,375
258,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",176,569
259,"Madera, CA Metropolitan Statistical Area",174,273
260,"London, KY Micropolitan Statistical Area",174,257
261,"Roseburg, OR Micropolitan Statistical Area",172,191
262,"Olympia-Lacey-Tumwater, WA Metropolitan Statistical Area",172,500
263,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",171,287
264,"Norwich-New London, CT Metropolitan Statistical Area",171,453
265,"Bend, OR Metropolitan Statistical Area",170,336
266,"Redding, CA Metropolitan Statistical Area",170,306
267,"Hartford-East Hartford-Middletown, CT Metropolitan Statistical Area",169,"2,042"
268,"Augusta-Waterville, ME Micropolitan Statistical Area",169,207
269,"Saginaw, MI Metropolitan Statistical Area",167,318
270,"Asheville, NC Metropolitan Statistical Area",167,772
271,"Jonesboro, AR Metropolitan Statistical Area",167,223
272,"Chico, CA Metropolitan Statistical Area",167,365
273,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",166,"1,162"
274,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",166,886
275,"Michigan City-La Porte, IN Metropolitan Statistical Area",166,182
276,"Wheeling, WV-OH Metropolitan Statistical Area",165,229
277,"Janesville-Beloit, WI Metropolitan Statistical Area",165,269
278,"Niles, MI Metropolitan Statistical Area",164,252
279,"Beckley, WV Metropolitan Statistical Area",162,187
280,"Columbia, MO Metropolitan Statistical Area",161,336
281,"Salem, OR Metropolitan Statistical Area",161,699
282,"New Bern, NC Metropolitan Statistical Area",161,200
283,"Concord, NH Micropolitan Statistical Area",161,243
284,"Ogden-Clearfield, UT Metropolitan Statistical Area",160,"1,093"
285,"Medford, OR Metropolitan Statistical Area",159,352
286,"Merced, CA Metropolitan Statistical Area",159,441
287,"Salinas, CA Metropolitan Statistical Area",158,686
288,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",158,"1,500"
289,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",157,891
290,"Albany-Lebanon, OR Metropolitan Statistical Area",156,203
291,"State College, PA Metropolitan Statistical Area",156,254
292,"Green Bay, WI Metropolitan Statistical Area",155,502
293,"Eureka-Arcata, CA Micropolitan Statistical Area",155,210
294,"Eugene-Springfield, OR Metropolitan Statistical Area",155,591
295,"Wilmington, NC Metropolitan Statistical Area",155,460
296,"Springfield, MA Metropolitan Statistical Area",154,"1,076"
297,"Coeur d'Alene, ID Metropolitan Statistical Area",153,254
298,"Idaho Falls, ID Metropolitan Statistical Area",153,232
299,"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",153,237
300,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",153,414
301,"Muskegon, MI Metropolitan Statistical Area",152,263
302,"Gettysburg, PA Metropolitan Statistical Area",151,156
303,"Lansing-East Lansing, MI Metropolitan Statistical Area",150,825
304,"Battle Creek, MI Metropolitan Statistical Area",150,201
305,"Torrington, CT Micropolitan Statistical Area",150,270
306,"Oshkosh-Neenah, WI Metropolitan Statistical Area",149,257
307,"Pittsfield, MA Metropolitan Statistical Area",148,185
308,"San Angelo, TX Metropolitan Statistical Area",148,180
309,"St. Joseph, MO-KS Metropolitan Statistical Area",147,184
310,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",147,655
311,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",146,"1,577"
312,"Longview, WA Metropolitan Statistical Area",146,161
313,"Fargo, ND-MN Metropolitan Statistical Area",145,357
314,"Bismarck, ND Metropolitan Statistical Area",143,184
315,"Evansville, IN-KY Metropolitan Statistical Area",143,449
316,"Burlington-South Burlington, VT Metropolitan Statistical Area",142,314
317,"Laredo, TX Metropolitan Statistical Area",142,393
318,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",142,702
319,"Anchorage, AK Metropolitan Statistical Area",142,562
320,"Appleton, WI Metropolitan Statistical Area",140,334
321,"Cedar Rapids, IA Metropolitan Statistical Area",140,382
322,"Sheboygan, WI Metropolitan Statistical Area",140,161
323,"Bangor, ME Metropolitan Statistical Area",139,212
324,"Duluth, MN-WI Metropolitan Statistical Area",138,399
325,"Cheyenne, WY Metropolitan Statistical Area",138,137
326,"Roanoke, VA Metropolitan Statistical Area",136,427
327,"Lebanon, NH-VT Micropolitan Statistical Area",136,295
328,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",136,201
329,"Fort Smith, AR-OK Metropolitan Statistical Area",134,336
330,"Wausau-Weston, WI Metropolitan Statistical Area",134,219
331,"Charlottesville, VA Metropolitan Statistical Area",134,293
332,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",134,173
333,"Visalia, CA Metropolitan Statistical Area",134,624
334,"Bloomington, IN Metropolitan Statistical Area",134,226
335,"Springfield, MO Metropolitan Statistical Area",134,628
336,"Iowa City, IA Metropolitan Statistical Area",133,231
337,"Jefferson City, MO Metropolitan Statistical Area",132,199
338,"Knoxville, TN Metropolitan Statistical Area",131,"1,137"
339,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",129,176
340,"Muncie, IN Metropolitan Statistical Area",128,146
341,"Bluefield, WV-VA Micropolitan Statistical Area",128,135
342,"Eau Claire, WI Metropolitan Statistical Area",128,216
343,"Billings, MT Metropolitan Statistical Area",127,231
344,"Mankato, MN Metropolitan Statistical Area",127,129
345,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",126,345
346,"Lincoln, NE Metropolitan Statistical Area",125,420
347,"El Centro, CA Metropolitan Statistical Area",124,225
348,"Bozeman, MT Micropolitan Statistical Area",124,142
349,"Lynchburg, VA Metropolitan Statistical Area",124,326
350,"Monroe, MI Metropolitan Statistical Area",124,186
351,"Harrisonburg, VA Metropolitan Statistical Area",122,165
352,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",122,344
353,"Bay City, MI Metropolitan Statistical Area",121,125
354,"Cleveland, TN Metropolitan Statistical Area",121,151
355,"Twin Falls, ID Metropolitan Statistical Area",120,134
356,"Yakima, WA Metropolitan Statistical Area",120,301
357,"Missoula, MT Metropolitan Statistical Area",119,142
358,"Elkhart-Goshen, IN Metropolitan Statistical Area",117,242
359,"Joplin, MO Metropolitan Statistical Area",117,210
360,"Sioux City, IA-NE-SD Metropolitan Statistical Area",117,169
361,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",117,431
362,"Winchester, VA-WV Metropolitan Statistical Area",114,160
363,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",112,189
364,"Logan, UT-ID Metropolitan Statistical Area",111,158
365,"Ames, IA Metropolitan Statistical Area",111,137
366,"Farmington, NM Metropolitan Statistical Area",111,137
367,"Wenatchee, WA Metropolitan Statistical Area",110,133
368,"Terre Haute, IN Metropolitan Statistical Area",110,205
369,"Kalispell, MT Micropolitan Statistical Area",110,114
370,"Sioux Falls, SD Metropolitan Statistical Area",110,294
371,"St. Cloud, MN Metropolitan Statistical Area",109,221
372,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",108,331
373,"Jackson, MI Metropolitan Statistical Area",107,170
374,"Dalton, GA Metropolitan Statistical Area",107,155
375,"Tullahoma-Manchester, TN Micropolitan Statistical Area",106,112
376,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",105,244
377,"Kennewick-Richland, WA Metropolitan Statistical Area",104,312
378,"Grand Forks, ND-MN Metropolitan Statistical Area",103,104
379,"Cookeville, TN Micropolitan Statistical Area",102,117
380,"Morristown, TN Metropolitan Statistical Area",102,146
381,"Traverse City, MI Micropolitan Statistical Area",102,154
382,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area",100,168
383,"Staunton, VA Metropolitan Statistical Area",98,121
384,"Johnson City, TN Metropolitan Statistical Area",94,192
385,"Holland, MI Micropolitan Statistical Area",87,103
386,"Rapid City, SD Metropolitan Statistical Area",79,112
387,"Ponce, PR Metropolitan Statistical Area",59,126
388,"San Juan-Bayamón-Caguas, PR Metropolitan Statistical Area",47,958
389,"Arecibo, PR Metropolitan Statistical Area",32,56
390,"Aguadilla-Isabela, PR Metropolitan Statistical Area",27,78
391,"San Germán, PR Metropolitan Statistical Area",21,26
,,,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.",,,
,,,
"Source: Consumer Sentinel Network Data Book 2021, Federal Trade Commission",,,
