Metropolitan Areas: Fraud and Other Reports,,,
,,,
Rank,Metropolitan Areas,Reports per 100K Population,# of Reports
113,"Albuquerque, NM Metropolitan Statistical Area",994,"9,126"
114,"Burlington, NC Metropolitan Statistical Area",994,"1,685"
115,"Barnstable Town, MA Metropolitan Statistical Area",993,"2,115"
116,"Greenville-Anderson, SC Metropolitan Statistical Area",991,"9,118"
117,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",989,"8,348"
118,"Kankakee, IL Metropolitan Statistical Area",989,"1,086"
119,"Hilton Head Island-Bluffton, SC Metropolitan Statistical Area",985,"2,188"
120,"The Villages, FL Metropolitan Statistical Area",984,"1,303"
121,"Anniston-Oxford, AL Metropolitan Statistical Area",981,"1,115"
122,"Kansas City, MO-KS Metropolitan Statistical Area",981,"21,173"
123,"California-Lexington Park, MD Metropolitan Statistical Area",980,"1,112"
124,"Lake Charles, LA Metropolitan Statistical Area",978,"2,058"
125,"Toledo, OH Metropolitan Statistical Area",977,"6,270"
126,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",975,"11,000"
127,"Spartanburg, SC Metropolitan Statistical Area",973,"3,112"
128,"Roanoke, VA Metropolitan Statistical Area",969,"3,034"
129,"Eugene-Springfield, OR Metropolitan Statistical Area",968,"3,699"
130,"Stockton, CA Metropolitan Statistical Area",967,"7,371"
131,"Bellingham, WA Metropolitan Statistical Area",967,"2,216"
132,"Naples-Marco Island, FL Metropolitan Statistical Area",966,"3,717"
133,"Hattiesburg, MS Metropolitan Statistical Area",961,"1,622"
134,"Binghamton, NY Metropolitan Statistical Area",960,"2,291"
135,"Durham-Chapel Hill, NC Metropolitan Statistical Area",959,"6,182"
136,"Ann Arbor, MI Metropolitan Statistical Area",958,"3,521"
137,"Tyler, TX Metropolitan Statistical Area",958,"2,229"
138,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",956,"2,755"
139,"Medford, OR Metropolitan Statistical Area",955,"2,111"
140,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",955,"19,009"
141,"Grand Junction, CO Metropolitan Statistical Area",951,"1,466"
142,"Bend, OR Metropolitan Statistical Area",950,"1,878"
143,"Manchester-Nashua, NH Metropolitan Statistical Area",950,"3,960"
144,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",948,"5,476"
145,"Springfield, IL Metropolitan Statistical Area",947,"1,959"
146,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",947,"2,587"
147,"Louisville/Jefferson County, KY-IN Metropolitan Statistical Area",947,"11,977"
148,"Torrington, CT Micropolitan Statistical Area",947,"1,707"
149,"Pinehurst-Southern Pines, NC Micropolitan Statistical Area",946,954
150,"Greenville, NC Metropolitan Statistical Area",944,"1,706"
151,"Riverside-San Bernardino-Ontario, CA Metropolitan Statistical Area",943,"43,854"
152,"Springfield, OH Metropolitan Statistical Area",943,"1,264"
153,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",942,"1,217"
154,"Winston-Salem, NC Metropolitan Statistical Area",941,"6,358"
155,"Knoxville, TN Metropolitan Statistical Area",937,"8,145"
156,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",937,"8,840"
157,"Hammond, LA Metropolitan Statistical Area",936,"1,262"
158,"Missoula, MT Metropolitan Statistical Area",936,"1,119"
159,"Jacksonville, NC Metropolitan Statistical Area",933,"1,847"
160,"Milwaukee-Waukesha, WI Metropolitan Statistical Area",931,"14,672"
161,"Charlottesville, VA Metropolitan Statistical Area",929,"2,031"
162,"New Haven-Milford, CT Metropolitan Statistical Area",928,"7,932"
163,"Carbondale-Marion, IL Metropolitan Statistical Area",924,"1,254"
164,"Dayton-Kettering, OH Metropolitan Statistical Area",920,"7,431"
165,"Gulfport-Biloxi, MS Metropolitan Statistical Area",919,"3,837"
166,"Champaign-Urbana, IL Metropolitan Statistical Area",918,"2,076"
167,"Madison, WI Metropolitan Statistical Area",918,"6,104"
168,"Norwich-New London, CT Metropolitan Statistical Area",917,"2,433"
169,"Salt Lake City, UT Metropolitan Statistical Area",916,"11,293"
170,"Eureka-Arcata, CA Micropolitan Statistical Area",913,"1,238"
171,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",913,"7,723"
172,"Reading, PA Metropolitan Statistical Area",912,"3,841"
173,"Longview, WA Metropolitan Statistical Area",911,"1,007"
174,"Chattanooga, TN-GA Metropolitan Statistical Area",909,"5,137"
175,"Wilmington, NC Metropolitan Statistical Area",907,"2,698"
176,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",907,"2,024"
177,"Boise City, ID Metropolitan Statistical Area",904,"6,775"
178,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",900,"1,386"
179,"Flint, MI Metropolitan Statistical Area",900,"3,651"
180,"Minneapolis-St. Paul-Bloomington, MN-WI Metropolitan Statistical Area",898,"32,691"
181,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",897,"19,933"
182,"Manhattan, KS Metropolitan Statistical Area",896,"1,168"
183,"Redding, CA Metropolitan Statistical Area",895,"1,612"
184,"Monroe, LA Metropolitan Statistical Area",893,"1,788"
185,"Kalispell, MT Micropolitan Statistical Area",890,924
186,"Racine, WI Metropolitan Statistical Area",889,"1,746"
187,"San Luis Obispo-Paso Robles, CA Metropolitan Statistical Area",886,"2,507"
188,"Bloomington, IL Metropolitan Statistical Area",884,"1,517"
189,"Hilo, HI Micropolitan Statistical Area",884,"1,782"
190,"Canton-Massillon, OH Metropolitan Statistical Area",884,"3,513"
191,"New Bern, NC Metropolitan Statistical Area",881,"1,095"
192,"Rockford, IL Metropolitan Statistical Area",881,"2,961"
193,"Roseburg, OR Micropolitan Statistical Area",879,975
194,"Charleston, WV Metropolitan Statistical Area",878,"2,257"
195,"Columbia, MO Metropolitan Statistical Area",877,"1,825"
196,"Lexington-Fayette, KY Metropolitan Statistical Area",876,"4,530"
197,"Lawrence, KS Metropolitan Statistical Area",873,"1,067"
198,"Pittsfield, MA Metropolitan Statistical Area",872,"1,090"
199,"Staunton, VA Metropolitan Statistical Area",872,"1,074"
200,"Scranton--Wilkes-Barre, PA Metropolitan Statistical Area",870,"4,820"
201,"Santa Rosa-Petaluma, CA Metropolitan Statistical Area",870,"4,300"
202,"Watertown-Fort Drum, NY Metropolitan Statistical Area",869,955
203,"Auburn-Opelika, AL Metropolitan Statistical Area",867,"1,427"
204,"Albany-Lebanon, OR Metropolitan Statistical Area",865,"1,122"
205,"Oklahoma City, OK Metropolitan Statistical Area",864,"12,170"
206,"St. George, UT Metropolitan Statistical Area",863,"1,532"
207,"Chico, CA Metropolitan Statistical Area",862,"1,889"
208,"Concord, NH Micropolitan Statistical Area",861,"1,303"
209,"Tulsa, OK Metropolitan Statistical Area",860,"8,590"
210,"Coeur d'Alene, ID Metropolitan Statistical Area",860,"1,425"
211,"Lebanon, NH-VT Micropolitan Statistical Area",859,"1,864"
212,"Sherman-Denison, TX Metropolitan Statistical Area",857,"1,168"
213,"Rocky Mount, NC Metropolitan Statistical Area",857,"1,249"
214,"Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",855,"4,585"
215,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",855,"1,431"
216,"Ithaca, NY Metropolitan Statistical Area",854,873
217,"Springfield, MO Metropolitan Statistical Area",853,"4,014"
218,"Burlington-South Burlington, VT Metropolitan Statistical Area",853,"1,880"
219,"Brunswick, GA Metropolitan Statistical Area",853,"1,013"
220,"Napa, CA Metropolitan Statistical Area",852,"1,174"
221,"Kalamazoo-Portage, MI Metropolitan Statistical Area",852,"2,259"
222,"Abilene, TX Metropolitan Statistical Area",851,"1,464"
223,"Lynchburg, VA Metropolitan Statistical Area",848,"2,236"
224,"Longview, TX Metropolitan Statistical Area",848,"2,431"
225,"Glens Falls, NY Metropolitan Statistical Area",846,"1,059"
226,"Wichita, KS Metropolitan Statistical Area",843,"5,400"
227,"Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",837,"7,950"
228,"Hartford-East Hartford-Middletown, CT Metropolitan Statistical Area",835,"10,058"
229,"Urban Honolulu, HI Metropolitan Statistical Area",828,"8,072"
230,"Portland-South Portland, ME Metropolitan Statistical Area",828,"4,460"
231,"Peoria, IL Metropolitan Statistical Area",826,"3,309"
232,"Bozeman, MT Micropolitan Statistical Area",826,945
233,"Wichita Falls, TX Metropolitan Statistical Area",822,"1,244"
234,"Yuba City, CA Metropolitan Statistical Area",822,"1,443"
235,"Lawton, OK Metropolitan Statistical Area",821,"1,038"
236,"Erie, PA Metropolitan Statistical Area",818,"2,207"
237,"Augusta-Waterville, ME Micropolitan Statistical Area",817,999
238,"Evansville, IN-KY Metropolitan Statistical Area",817,"2,573"
239,"Fort Wayne, IN Metropolitan Statistical Area",814,"3,366"
240,"Cheyenne, WY Metropolitan Statistical Area",814,810
241,"Beckley, WV Metropolitan Statistical Area",813,941
242,"York-Hanover, PA Metropolitan Statistical Area",813,"3,650"
243,"Mansfield, OH Metropolitan Statistical Area",812,984
244,"Springfield, MA Metropolitan Statistical Area",812,"5,664"
245,"Flagstaff, AZ Metropolitan Statistical Area",810,"1,162"
246,"Waco, TX Metropolitan Statistical Area",808,"2,214"
247,"Bangor, ME Metropolitan Statistical Area",807,"1,228"
248,"Richmond-Berea, KY Micropolitan Statistical Area",805,862
249,"Lansing-East Lansing, MI Metropolitan Statistical Area",801,"4,409"
250,"Battle Creek, MI Metropolitan Statistical Area",800,"1,073"
251,"Worcester, MA-CT Metropolitan Statistical Area",796,"7,542"
252,"Vineland-Bridgeton, NJ Metropolitan Statistical Area",796,"1,190"
253,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",795,"4,251"
254,"Winchester, VA-WV Metropolitan Statistical Area",793,"1,115"
255,"Decatur, IL Metropolitan Statistical Area",793,825
256,"Greeley, CO Metropolitan Statistical Area",792,"2,571"
257,"LaGrange, GA-AL Micropolitan Statistical Area",792,817
258,"Michigan City-La Porte, IN Metropolitan Statistical Area",790,868
259,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",790,"2,426"
260,"Dothan, AL Metropolitan Statistical Area",789,"1,179"
261,"Muskegon, MI Metropolitan Statistical Area",789,"1,369"
262,"South Bend-Mishawaka, IN-MI Metropolitan Statistical Area",788,"2,551"
263,"Johnstown, PA Metropolitan Statistical Area",787,"1,025"
264,"Salem, OR Metropolitan Statistical Area",786,"3,409"
265,"Utica-Rome, NY Metropolitan Statistical Area",785,"2,275"
266,"Gainesville, GA Metropolitan Statistical Area",784,"1,602"
267,"Niles, MI Metropolitan Statistical Area",781,"1,198"
268,"Las Cruces, NM Metropolitan Statistical Area",778,"1,697"
269,"Pottsville, PA Micropolitan Statistical Area",777,"1,099"
270,"Lewiston-Auburn, ME Metropolitan Statistical Area",775,839
271,"Jackson, TN Metropolitan Statistical Area",774,"1,382"
272,"Traverse City, MI Micropolitan Statistical Area",771,"1,161"
273,"Ogden-Clearfield, UT Metropolitan Statistical Area",770,"5,263"
274,"Fond du Lac, WI Metropolitan Statistical Area",768,794
275,"Jefferson City, MO Metropolitan Statistical Area",768,"1,161"
276,"El Paso, TX Metropolitan Statistical Area",767,"6,471"
277,"Rapid City, SD Metropolitan Statistical Area",761,"1,082"
278,"Bloomington, IN Metropolitan Statistical Area",761,"1,287"
279,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",760,"2,881"
280,"Cleveland, TN Metropolitan Statistical Area",760,949
281,"Valdosta, GA Metropolitan Statistical Area",758,"1,117"
282,"Williamsport, PA Metropolitan Statistical Area",749,849
283,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",748,"8,056"
284,"Lubbock, TX Metropolitan Statistical Area",744,"2,399"
285,"Weirton-Steubenville, WV-OH Metropolitan Statistical Area",744,864
286,"Odessa, TX Metropolitan Statistical Area",742,"1,234"
287,"Joplin, MO Metropolitan Statistical Area",737,"1,324"
288,"Billings, MT Metropolitan Statistical Area",735,"1,335"
289,"College Station-Bryan, TX Metropolitan Statistical Area",733,"1,940"
290,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",733,"2,709"
291,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",731,"5,111"
292,"Muncie, IN Metropolitan Statistical Area",731,834
293,"Cedar Rapids, IA Metropolitan Statistical Area",730,"1,993"
294,"Texarkana, TX-AR Metropolitan Statistical Area",728,"1,083"
295,"Monroe, MI Metropolitan Statistical Area",728,"1,095"
296,"Bay City, MI Metropolitan Statistical Area",727,750
297,"Johnson City, TN Metropolitan Statistical Area",727,"1,481"
298,"Duluth, MN-WI Metropolitan Statistical Area",726,"2,096"
299,"Goldsboro, NC Metropolitan Statistical Area",725,893
300,"Bakersfield, CA Metropolitan Statistical Area",725,"6,525"
301,"Oshkosh-Neenah, WI Metropolitan Statistical Area",724,"1,245"
302,"Houma-Thibodaux, LA Metropolitan Statistical Area",723,"1,505"
303,"Altoona, PA Metropolitan Statistical Area",722,880
304,"Madera, CA Metropolitan Statistical Area",722,"1,136"
305,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",722,916
306,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",722,"1,068"
307,"Cookeville, TN Micropolitan Statistical Area",720,823
308,"Lima, OH Metropolitan Statistical Area",720,737
309,"Bluefield, WV-VA Micropolitan Statistical Area",719,760
310,"Jackson, MI Metropolitan Statistical Area",715,"1,134"
311,"Lebanon, PA Metropolitan Statistical Area",714,"1,013"
312,"Idaho Falls, ID Metropolitan Statistical Area",713,"1,080"
313,"Saginaw, MI Metropolitan Statistical Area",713,"1,358"
314,"Blacksburg-Christiansburg, VA Metropolitan Statistical Area",710,"1,189"
315,"Midland, TX Metropolitan Statistical Area",709,"1,295"
316,"Bowling Green, KY Metropolitan Statistical Area",709,"1,270"
317,"Lancaster, PA Metropolitan Statistical Area",708,"3,861"
318,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",706,"3,154"
319,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",706,965
320,"Janesville-Beloit, WI Metropolitan Statistical Area",706,"1,153"
321,"Morgantown, WV Metropolitan Statistical Area",705,980
322,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",701,"2,493"
323,"Athens-Clarke County, GA Metropolitan Statistical Area",700,"1,496"
324,"San Angelo, TX Metropolitan Statistical Area",699,853
325,"Amarillo, TX Metropolitan Statistical Area",698,"1,849"
326,"State College, PA Metropolitan Statistical Area",696,"1,131"
327,"Eau Claire, WI Metropolitan Statistical Area",695,"1,177"
328,"Kennewick-Richland, WA Metropolitan Statistical Area",694,"2,080"
329,"Corpus Christi, TX Metropolitan Statistical Area",694,"2,977"
330,"Tullahoma-Manchester, TN Micropolitan Statistical Area",693,729
331,"Decatur, AL Metropolitan Statistical Area",693,"1,057"
332,"St. Joseph, MO-KS Metropolitan Statistical Area",692,867
333,"Provo-Orem, UT Metropolitan Statistical Area",692,"4,486"
334,"Waterloo-Cedar Falls, IA Metropolitan Statistical Area",690,"1,163"
335,"Green Bay, WI Metropolitan Statistical Area",690,"2,228"
336,"Modesto, CA Metropolitan Statistical Area",690,"3,798"
337,"Wheeling, WV-OH Metropolitan Statistical Area",687,954
338,"Fargo, ND-MN Metropolitan Statistical Area",686,"1,688"
339,"Tupelo, MS Micropolitan Statistical Area",685,"1,138"
340,"Salinas, CA Metropolitan Statistical Area",683,"2,966"
341,"Wausau-Weston, WI Metropolitan Statistical Area",683,"1,115"
342,"Owensboro, KY Metropolitan Statistical Area",679,811
343,"Yakima, WA Metropolitan Statistical Area",678,"1,701"
344,"Show Low, AZ Micropolitan Statistical Area",676,750
345,"Morristown, TN Metropolitan Statistical Area",676,965
346,"Appleton, WI Metropolitan Statistical Area",675,"1,607"
347,"Rochester, MN Metropolitan Statistical Area",673,"1,493"
348,"Whitewater, WI Micropolitan Statistical Area",672,698
349,"Lincoln, NE Metropolitan Statistical Area",668,"2,247"
350,"Jonesboro, AR Metropolitan Statistical Area",668,894
351,"Sheboygan, WI Metropolitan Statistical Area",664,766
352,"Iowa City, IA Metropolitan Statistical Area",658,"1,139"
353,"Salem, OH Micropolitan Statistical Area",654,666
354,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",654,"1,523"
355,"Ogdensburg-Massena, NY Micropolitan Statistical Area",653,704
356,"Wenatchee, WA Metropolitan Statistical Area",652,786
357,"Terre Haute, IN Metropolitan Statistical Area",649,"1,210"
358,"Mankato, MN Metropolitan Statistical Area",649,661
359,"Fort Smith, AR-OK Metropolitan Statistical Area",645,"1,616"
360,"Harrisonburg, VA Metropolitan Statistical Area",641,865
361,"Sioux Falls, SD Metropolitan Statistical Area",639,"1,715"
362,"Ottawa, IL Micropolitan Statistical Area",629,925
363,"Wooster, OH Micropolitan Statistical Area",625,723
364,"Lumberton, NC Micropolitan Statistical Area",621,811
365,"Farmington, NM Metropolitan Statistical Area",609,755
366,"Grand Forks, ND-MN Metropolitan Statistical Area",609,614
367,"Gettysburg, PA Metropolitan Statistical Area",603,621
368,"St. Cloud, MN Metropolitan Statistical Area",601,"1,214"
369,"Merced, CA Metropolitan Statistical Area",597,"1,658"
370,"Hanford-Corcoran, CA Metropolitan Statistical Area",594,908
371,"Bismarck, ND Metropolitan Statistical Area",593,765
372,"Logan, UT-ID Metropolitan Statistical Area",591,840
373,"Twin Falls, ID Metropolitan Statistical Area",590,657
374,"Ames, IA Metropolitan Statistical Area",587,724
375,"Elkhart-Goshen, IN Metropolitan Statistical Area",582,"1,200"
376,"Visalia, CA Metropolitan Statistical Area",581,"2,709"
377,"Chambersburg-Waynesboro, PA Metropolitan Statistical Area",575,892
378,"Yuma, AZ Metropolitan Statistical Area",572,"1,223"
379,"Holland, MI Micropolitan Statistical Area",561,662
380,"London, KY Micropolitan Statistical Area",543,805
381,"Sioux City, IA-NE-SD Metropolitan Statistical Area",522,756
382,"Brownsville-Harlingen, TX Metropolitan Statistical Area",474,"2,004"
383,"Dalton, GA Metropolitan Statistical Area",473,684
384,"El Centro, CA Metropolitan Statistical Area",423,766
385,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",420,"3,646"
386,"Laredo, TX Metropolitan Statistical Area",415,"1,147"
387,"San Juan-Bayamón-Caguas, PR Metropolitan Statistical Area",314,"6,346"
388,"Ponce, PR Metropolitan Statistical Area",172,370
389,"Arecibo, PR Metropolitan Statistical Area",156,273
390,"Aguadilla-Isabela, PR Metropolitan Statistical Area",144,418
391,"San Germán, PR Metropolitan Statistical Area",123,149
,,,
"Metropolitan Areas are defined by the Office of Management and Budget, and population estimates are based on 2019 U.S. Census figures. Metropolitan Areas are ranked based on the number of reports per 100,000 population.  Reports exclude state-specific data contributor reports.",,,
,,,
"Source: Consumer Sentinel Network Data Book 2021, Federal Trade Commission",,,
